Police;TypeCompteur;NoPhase;CodeTarif;Amperage;NCompteur;DernierIndx;DatDernIndex
1000110001;MONO;1;2;10;602819;1618;25/06/2015
1000110002;MONO;1;2;10;501309;7979;25/06/2015
1000110003;MONO;1;2;10;501297;15;26/02/2011
1000110004;MONO;1;2;10;501347;5205;25/06/2015
1000110005;MONO;1;2;10;501513;2431;25/06/2015
1000110006;MONO;1;2;10;501013;4039;25/06/2015
1000110007;MONO;1;3;10;501593;2780;25/06/2015
1000110008;MONO;1;2;10;501110;6103;25/06/2015
1000110009;MONO;1;2;10;501014;1900;25/06/2015
1000110010;MONO;1;2;10;501016;9095;25/06/2015
1000110011;MONO;1;2;15;501697;8246;25/06/2015
1000110012;MONO;1;2;10;500799;4959;25/06/2015
1000110013;MONO;1;2;10;2008099558;400;25/06/2015
1000110014;MONO;1;2;20;20002147;190;25/05/2015
1000110015;MONO;1;2;10;889631;788;25/06/2015
1000110016;MONO;1;2;10;818998;696;25/06/2015
1000110017;MONO;1;2;10;501332;9646;25/06/2015
1000110018;MONO;1;2;10;501252;5700;25/06/2015
1000110019;MONO;1;2;10;501315;868;25/06/2015
1000110020;MONO;1;2;10;501269;6188;25/06/2015
1000110021;MONO;1;2;10;;2156;25/06/2015
1000110022;MONO;1;2;10;729782;679;25/12/2014
1000110023;MONO;1;2;10;501296;6428;25/06/2015
1000110024;MONO;1;2;10;501508;4629;25/06/2015
1000110025;MONO;1;2;10;844774;204;25/06/2015
1000110026;MONO;1;2;15;843868;2972;25/06/2015
1000110027;MONO;1;2;10;501688;841;25/06/2015
1000110028;MONO;1;2;10;137826;291;25/06/2015
1000110029;MONO;1;2;10;501344;2865;25/06/2015
1000110030;MONO;1;2;10;501301;901;25/06/2015
1000110031;MONO;1;2;10;500988;3085;25/06/2015
1000110032;MONO;1;2;10;501085;2830;25/06/2015
1000110033;MONO;1;3;10;501255;2216;25/06/2015
1000110034;MONO;1;2;10;501501;599;25/06/2013
1000110035;MONO;1;2;10;501151;5056;25/06/2015
1000110036;MONO;1;2;10;501153;4784;25/06/2015
1000110037;MONO;1;2;10;500866;1893;25/06/2015
1000110038;MONO;1;2;15;602689;6679;25/06/2015
1000110039;MONO;1;2;10;602859;2535;25/06/2015
1000110040;MONO;1;2;10;602635;1354;25/06/2015
1000110041;MONO;1;2;10;602736;2524;25/06/2015
1000110042;MONO;1;2;15;601995;3100;25/06/2015
1000110043;MONO;1;2;15;59899;10107;25/06/2015
1000110044;MONO;1;2;10;165626;4027;25/06/2015
1000110045;MONO;1;2;10;729798;1114;25/06/2015
1000110046;MONO;1;2;10;844426;1420;25/06/2015
1000110047;MONO;1;2;10;844628;1184;25/06/2015
1000110048;MONO;1;2;15;843918;1411;25/06/2015
1000110049;MONO;1;2;15;20003229;13;25/06/2015
1000110050;MONO;1;2;15;723058;535;25/06/2015
1000110051;MONO;1;2;10;844711;854;25/06/2015
1000110052;MONO;1;2;10;500883;4723;25/06/2015
1000110053;MONO;1;3;10;501375;1437;25/06/2015
1000110054;MONO;1;2;15;602732;3941;25/06/2015
1000110055;MONO;1;2;10;602570;2749;25/06/2015
1000110056;MONO;1;2;10;802054;1047;25/06/2015
1000110057;MONO;1;2;15;129853;12088;25/06/2015
1000110058;MONO;1;2;15;818953;4930;25/06/2015
1000110059;MONO;1;2;10;818801;1455;25/06/2015
1000110060;MONO;1;2;10;844323;1059;25/06/2015
1000110061;MONO;1;2;15;844651;799;25/06/2015
1000110062;MONO;1;2;15;719181;2289;25/06/2015
1000110063;MONO;1;2;10;701165;2219;25/06/2015
1000110064;MONO;1;2;10;602486;3016;25/06/2015
1000110065;MONO;1;2;10;729733;2154;25/06/2015
1000110066;MONO;1;2;25;132865;50334;25/06/2015
1000110067;MONO;1;2;15;134036;14507;25/06/2015
1000110068;MONO;1;2;10;500912;9962;25/06/2015
1000110069;MONO;1;2;10;602916;1751;25/06/2015
1000110070;MONO;1;2;10;602857;5179;25/06/2015
1000110071;MONO;1;2;15;602728;2731;25/06/2015
1000110072;MONO;1;2;10;602373;5456;25/06/2015
1000110073;MONO;1;2;10;602071;8393;25/06/2015
1000110074;MONO;1;2;10;602567;2134;25/06/2015
1000110075;MONO;1;2;10;726096;779;25/06/2015
1000110076;MONO;1;2;10;802195;1039;25/06/2015
1000110077;MONO;1;2;10;802036;3455;25/06/2015
1000110078;MONO;1;2;15;844438;3108;25/06/2015
1000110079;MONO;1;2;10;563690;8876;25/06/2015
1000110080;MONO;1;2;15;818841;2044;25/06/2015
1000110081;MONO;1;2;10;382954;35845;25/06/2015
1000110082;MONO;1;3;10;7818;60138;25/06/2015
1000110083;MONO;1;2;10;62375;46748;25/06/2015
1000110084;MONO;1;2;15;164179;29058;25/06/2015
1000110085;MONO;1;2;10;729904;886;25/06/2015
1000110086;MONO;1;2;10;722754;2262;25/06/2015
1000110087;MONO;1;2;10;601951;2415;25/06/2015
1000110088;MONO;1;2;10;844599;518;25/06/2015
1000110089;MONO;1;2;10;632212;18004;25/06/2015
1000110090;MONO;1;3;15;501408;3360;25/06/2015
1000110091;MONO;1;2;10;602654;3383;25/06/2015
1000110092;MONO;1;2;10;602877;4649;25/06/2015
1000110093;MONO;1;2;10;602552;3620;25/06/2015
1000110094;MONO;1;2;10;602699;2315;25/06/2015
1000110095;MONO;1;2;15;602604;1244;25/06/2015
1000110096;MONO;1;2;10;602750;2303;25/06/2015
1000110097;MONO;1;2;15;602645;6398;25/06/2015
1000110098;MONO;1;2;10;602488;7476;25/06/2015
1000110099;MONO;1;2;15;20000657;1564;25/06/2015
1000110100;MONO;1;2;15;140406;6578;25/06/2015
1000110101;MONO;1;2;15;219012;12265;25/06/2015
1000110102;MONO;1;2;10;400214;2773;25/06/2015
1000110103;MONO;1;2;10;802191;1655;25/06/2015
1000110104;MONO;1;2;10;802162;2772;25/06/2015
1000110105;MONO;1;2;10;1;912;25/06/2015
1000110106;MONO;1;2;10;133442;10659;25/06/2015
1000110107;MONO;1;2;10;162145;27810;25/06/2015
1000110108;MONO;1;2;10;818636;2794;25/06/2015
1000110109;MONO;1;2;10;844448;768;25/06/2015
1000110110;MONO;1;2;15;128416;33838;25/06/2015
1000110111;MONO;1;2;10;844575;1314;25/06/2015
1000110112;MONO;1;2;10;695307;1247;25/06/2015
1000110113;MONO;1;2;10;729938;1658;25/06/2015
1000110114;MONO;1;2;20;602467;4163;25/06/2015
1000110115;MONO;1;2;15;601840;2671;25/06/2015
1000110116;MONO;1;2;10;601989;2168;25/06/2015
1000110117;MONO;1;2;10;1136691008;13720;25/06/2015
1000110118;MONO;1;2;15;722500;638;25/06/2015
1000110119;MONO;1;3;10;602824;1980;25/06/2015
1000110120;MONO;1;2;15;602560;3880;25/06/2015
1000110121;MONO;1;2;15;602647;2006;25/06/2015
1000110122;MONO;1;2;10;602474;5220;25/06/2015
1000110123;MONO;1;2;10;1;718;25/06/2015
1000110124;MONO;1;2;10;818547;1428;25/06/2015
1000110125;MONO;1;2;10;818517;1842;25/06/2015
1000110126;MONO;1;2;10;818694;2881;25/06/2015
1000110127;MONO;1;2;10;844310;713;25/06/2015
1000110128;MONO;1;2;10;694100;1002;25/06/2015
1000110129;MONO;1;2;15;602461;5113;25/06/2015
1000110130;MONO;1;2;10;80395;949;25/06/2015
1000110131;MONO;1;2;25;500835;2507;25/06/2015
1000110132;MONO;1;2;10;602466;5695;25/06/2015
1000110133;MONO;1;2;10;802184;672;25/06/2015
1000110134;MONO;1;2;10;707213;2412;25/06/2015
1000110135;MONO;1;2;15;729968;1985;25/06/2015
1000110136;MONO;1;2;15;601922;6422;25/06/2015
1000110137;MONO;1;3;10;602839;2360;25/06/2015
1000110138;MONO;1;2;10;802094;918;25/06/2015
1000110139;MONO;1;2;15;910881;19558;25/06/2015
1000110140;MONO;1;2;10;818835;1366;25/05/2015
1000110141;MONO;1;2;10;818530;338;25/06/2015
1000110142;MONO;1;2;10;718520;1713;25/06/2015
1000110143;MONO;1;2;10;844616;1343;25/06/2015
1000110144;MONO;1;2;15;62328;35516;25/06/2015
1000110145;MONO;1;2;15;844102;2291;25/06/2015
1000110146;MONO;1;2;15;910322;60655;25/06/2015
1000110147;MONO;1;2;10;1;315;25/06/2015
1000110148;MONO;1;2;10;501565;1345;25/06/2015
1000110149;MONO;1;2;10;501329;839;25/06/2015
1000110150;MONO;1;2;10;500862;406;25/06/2015
1000110151;MONO;1;2;10;602468;1377;25/06/2015
1000110152;MONO;1;2;10;602031;892;25/06/2015
1000110153;MONO;1;2;10;602022;1233;25/06/2015
1000110154;MONO;1;2;10;601779;900;25/06/2015
1000110155;MONO;1;2;10;700170;3152;25/06/2015
1000110156;MONO;1;2;10;695307;1318;25/06/2015
1000110157;MONO;1;2;15;823274;13515;25/06/2015
1000110158;MONO;1;2;10;;8839;25/06/2015
1000110159;MONO;1;2;10;;416;25/06/2015
1000110160;MONO;1;3;10;602795;1202;25/06/2015
1000110161;MONO;1;2;10;310527;42938;25/06/2015
1000110162;MONO;1;2;10;850833;5830;25/06/2015
1000110163;MONO;1;2;10;729749;1202;25/06/2015
1000110164;MONO;1;2;10;501167;4820;25/06/2015
1000110165;MONO;1;2;10;501607;12865;25/06/2015
1000110166;MONO;1;2;10;500985;4414;25/06/2015
1000110167;MONO;1;2;10;501223;2125;25/06/2015
1000110168;MONO;1;2;10;501283;5439;25/06/2015
1000110169;MONO;1;2;10;500883;2840;25/06/2015
1000110170;MONO;1;2;10;501503;5879;25/06/2015
1000110171;MONO;1;2;15;501468;9822;25/06/2015
1000110172;MONO;1;2;10;501637;3366;25/06/2015
1000110173;MONO;1;2;10;721321;2969;25/06/2015
1000110174;MONO;1;2;15;602599;2033;25/06/2015
1000110175;MONO;1;2;20;602529;2273;25/06/2015
1000110176;MONO;1;2;10;601950;5255;25/06/2015
1000110177;MONO;1;2;10;602104;1512;25/06/2015
1000110178;MONO;1;2;10;701035;1298;25/06/2015
1000110179;MONO;1;2;10;802125;5259;25/06/2015
1000110180;MONO;1;2;10;802008;2180;25/06/2015
1000110181;MONO;1;2;10;1;214;25/06/2015
1000110182;MONO;1;2;10;729735;1225;25/06/2015
1000110183;MONO;1;2;10;729860;1159;25/06/2015
1000110184;MONO;1;2;10;844516;439;25/06/2015
1000110185;MONO;1;2;15;844320;524;25/06/2015
1000110186;MONO;1;2;10;832452;652;25/06/2015
1000110187;MONO;1;2;10;;294;25/06/2015
1000110188;MONO;1;2;10;729688;1526;25/02/2013
1000110189;MONO;1;2;10;729932;3591;25/06/2015
1000110190;MONO;1;3;10;501549;2926;25/06/2015
1000110191;MONO;1;2;10;501606;7265;25/06/2015
1000110192;MONO;1;2;15;563238;9079;25/06/2015
1000110193;MONO;1;2;10;501464;7686;25/06/2015
1000110194;MONO;1;2;10;501305;6883;25/06/2015
1000110195;MONO;1;2;10;501290;2529;25/06/2015
1000110196;MONO;1;2;15;501248;5263;25/06/2015
1000110197;MONO;1;2;15;501399;5339;25/06/2015
1000110198;MONO;1;2;15;501562;3373;25/06/2015
1000110199;MONO;1;2;15;501458;3834;25/06/2015
1000110200;MONO;1;2;10;501259;4032;25/06/2015
1000110201;MONO;1;2;10;500818;1346;25/06/2015
1000110202;MONO;1;2;10;501284;4384;25/06/2015
1000110203;MONO;1;2;10;501405;2729;25/06/2015
1000110204;MONO;1;2;10;703462;653;25/06/2015
1000110205;MONO;1;2;10;602476;2065;25/06/2015
1000110206;MONO;1;2;10;602403;2752;25/06/2015
1000110207;MONO;1;2;10;601786;3136;25/06/2015
1000110208;MONO;1;2;10;602643;1078;25/06/2015
1000110209;MONO;1;2;10;707554;5475;25/06/2015
1000110210;MONO;1;2;10;802238;3287;25/06/2015
1000110211;MONO;1;2;20;802071;1474;25/06/2015
1000110212;MONO;1;2;10;844660;606;25/06/2015
1000110213;MONO;1;2;10;844072;1305;25/06/2015
1000110214;MONO;1;2;10;501200;5801;25/06/2015
1000110215;MONO;1;2;10;844586;1071;25/06/2015
1000110216;MONO;1;2;10;844590;2003;25/06/2015
1000110217;MONO;1;2;10;501250;6364;25/06/2015
1000110218;MONO;1;2;10;501576;4215;25/06/2015
1000110219;MONO;1;2;10;501474;2388;25/06/2015
1000110220;MONO;1;3;10;501578;5019;25/06/2015
1000110221;MONO;1;2;15;500859;2791;25/06/2015
1000110222;MONO;1;2;10;500916;1549;25/06/2015
1000110223;MONO;1;2;15;500935;7421;25/06/2015
1000110224;MONO;1;2;15;501172;12716;25/06/2015
1000110225;MONO;1;2;15;603371;33474;25/06/2015
1000110226;MONO;1;2;10;802019;3736;25/06/2015
1000110227;MONO;1;2;10;729712;604;25/06/2015
1000110228;MONO;1;2;10;501229;4066;25/06/2015
1000110229;MONO;1;2;15;12758;7602;25/06/2015
1000110230;MONO;1;2;10;704217;3818;25/06/2015
1000110231;MONO;1;2;10;501557;2764;25/06/2015
1000110232;MONO;1;2;10;501497;4759;25/06/2015
1000110233;MONO;1;2;10;501367;6991;25/06/2015
1000110234;MONO;1;2;10;501657;5220;25/06/2015
1000110235;MONO;1;2;10;501750;3934;25/06/2015
1000110236;MONO;1;2;10;501737;2626;25/06/2015
1000110237;MONO;1;3;10;501111;4415;25/06/2015
1000110238;MONO;1;2;10;501803;4456;25/06/2015
1000110239;MONO;1;2;10;501149;1029;25/06/2015
1000110240;MONO;1;2;10;501093;4530;25/06/2015
1000110241;MONO;1;2;10;501166;4924;25/06/2015
1000110242;MONO;1;2;10;680793;49280;25/06/2015
1000110243;MONO;1;2;10;501208;6168;25/06/2015
1000110244;MONO;1;2;10;501192;2212;25/06/2015
1000110245;MONO;1;2;15;501621;5247;25/06/2015
1000110246;TRI;3;1;20;229701;13912;25/06/2015
1000110247;MONO;1;2;10;501147;5208;25/06/2015
1000110248;MONO;1;2;10;802091;1787;25/06/2015
1000110249;MONO;1;2;10;844571;2450;25/06/2015
1000110250;MONO;1;2;10;730061;3789;25/06/2015
1000110251;MONO;1;2;10;843856;532;25/06/2015
1000110252;MONO;1;2;10;729819;1589;25/06/2015
1000110253;MONO;1;2;10;601925;1269;25/06/2015
1000110254;MONO;1;2;10;1;1015;25/06/2015
1000110255;MONO;1;2;10;501175;3346;25/06/2015
1000110256;MONO;1;2;10;501235;3338;25/06/2015
1000110257;MONO;1;2;10;501104;2384;25/06/2015
1000110258;MONO;1;2;10;501272;2784;25/06/2015
1000110259;MONO;1;2;10;501169;8134;25/06/2015
1000110260;MONO;1;2;10;501276;3585;25/06/2015
1000110261;MONO;1;2;10;501321;4355;25/06/2015
1000110262;MONO;1;3;10;501038;3683;25/06/2015
1000110263;MONO;1;2;10;500980;2983;25/06/2015
1000110264;MONO;1;2;10;501430;2535;25/06/2015
1000110265;MONO;1;2;15;501155;1759;25/06/2015
1000110266;MONO;1;2;10;501239;2112;25/06/2015
1000110267;MONO;1;2;15;501160;8215;25/06/2015
1000110268;MONO;1;2;10;501191;1422;25/06/2015
1000110269;MONO;1;2;10;501171;1819;25/06/2015
1000110270;MONO;1;2;15;501216;4006;25/06/2015
1000110271;MONO;1;2;15;501248;3565;25/06/2015
1000110272;MONO;1;2;10;500844;4995;25/06/2015
1000110273;MONO;1;2;10;501514;2242;25/06/2015
1000110274;MONO;1;2;10;723046;2051;25/06/2015
1000110275;MONO;1;2;10;602656;4006;25/06/2015
1000110276;MONO;1;2;15;602783;2131;25/06/2015
1000110277;MONO;1;2;10;602535;3925;25/06/2015
1000110278;MONO;1;2;10;601803;2347;25/06/2015
1000110279;MONO;1;2;15;712773;4335;25/06/2015
1000110280;MONO;1;2;10;694025;3543;25/06/2015
1000110281;MONO;1;2;10;714028;2328;25/06/2015
1000110282;MONO;1;2;10;500926;3236;25/06/2015
1000110283;MONO;1;3;10;500924;3458;25/06/2015
1000110284;MONO;1;2;15;501481;2240;25/06/2015
1000110285;MONO;1;2;10;501650;885;25/06/2015
1000110286;MONO;1;2;15;501686;2441;25/06/2015
1000110287;MONO;1;2;10;718410;3254;25/06/2015
1000110288;MONO;1;2;15;602585;392;25/06/2015
1000110289;MONO;1;2;10;601817;1147;25/06/2015
1000110290;MONO;1;2;10;601793;3171;25/06/2015
1000110291;MONO;1;2;10;844154;1073;25/06/2015
1000110292;MONO;1;2;10;602085;2537;25/06/2015
1000110293;MONO;1;2;10;501524;2657;25/06/2015
1000110294;MONO;1;2;10;729719;2383;25/06/2015
1000110295;MONO;1;2;10;729829;635;25/06/2015
1000110296;MONO;1;2;10;602198;2233;25/06/2015
1000110297;MONO;1;2;10;500889;5199;25/06/2015
1000110298;MONO;1;3;10;500845;3460;25/06/2015
1000110299;MONO;1;2;15;501518;2655;25/06/2015
1000110300;MONO;1;2;10;501528;3843;25/06/2015
1000110301;MONO;1;2;10;500915;4130;25/06/2015
1000110302;MONO;1;2;10;500874;2282;25/06/2015
1000110303;MONO;1;2;10;500770;4735;25/06/2015
1000110304;MONO;1;2;10;501514;1587;25/06/2015
1000110305;MONO;1;2;10;501414;3147;25/06/2015
1000110306;MONO;1;2;10;501356;1559;25/06/2015
1000110307;MONO;1;2;10;48501;8503;25/06/2015
1000110308;MONO;1;2;10;602411;3893;25/06/2015
1000110309;MONO;1;2;10;601808;7357;25/06/2015
1000110310;MONO;1;2;10;802210;3527;25/06/2015
1000110311;MONO;1;2;10;825425;29213;25/06/2015
1000110312;MONO;1;2;10;844656;3081;25/06/2015
1000110313;MONO;1;2;10;844329;493;25/06/2015
1000110314;MONO;1;2;10;904804895;10620;25/06/2015
1000110315;MONO;1;2;10;697806;519;25/06/2015
1000110316;MONO;1;2;10;500635;3257;25/06/2015
1000110317;MONO;1;2;10;501326;2766;25/06/2015
1000110318;MONO;1;2;10;500892;2164;25/06/2015
1000110319;MONO;1;2;10;501048;890;25/06/2015
1000110320;MONO;1;2;10;602364;919;25/06/2015
1000110321;MONO;1;2;10;500560;2104;25/06/2015
1000110322;MONO;1;2;10;602482;713;25/06/2015
1000110323;MONO;1;2;10;500951;2016;25/06/2015
1000110324;MONO;1;2;15;500747;2720;25/06/2015
1000110325;MONO;1;2;10;501560;1674;25/06/2015
1000110326;MONO;1;2;10;501233;3738;25/06/2015
1000110327;MONO;1;2;10;501400;1889;25/06/2015
1000110328;MONO;1;2;10;501368;2216;25/06/2015
1000110329;MONO;1;2;10;500791;1659;25/06/2015
1000110330;MONO;1;2;10;5011107;3090;25/06/2015
1000110331;MONO;1;2;10;601992;290;25/06/2015
1000110332;MONO;1;2;10;602860;1475;25/06/2015
1000110333;MONO;1;2;10;501215;3144;25/06/2015
1000110334;MONO;1;2;10;500623;6011;25/06/2015
1000110335;MONO;1;3;10;501957;3861;25/06/2015
1000110336;MONO;1;2;10;501734;1500;25/06/2015
1000110337;MONO;1;2;10;501266;1643;25/06/2015
1000110338;MONO;1;2;10;500574;1286;25/06/2015
1000110339;MONO;1;2;10;501712;3526;25/06/2015
1000110340;MONO;1;2;10;511242;1822;25/06/2015
1000110341;MONO;1;2;10;500902;3506;25/06/2015
1000110342;MONO;1;2;10;500995;1593;25/06/2015
1000110343;MONO;1;2;10;501425;3139;25/06/2015
1000110344;MONO;1;2;10;501685;590;25/06/2015
1000110345;MONO;1;2;10;501065;1184;25/06/2015
1000110346;MONO;1;2;10;501719;1288;25/06/2015
1000110347;MONO;1;2;15;501543;1737;25/06/2015
1000110348;MONO;1;2;10;602135;582;25/06/2015
1000110349;MONO;1;2;10;602659;2697;25/06/2015
1000110350;MONO;1;2;10;602733;1180;25/06/2015
1000110351;MONO;1;2;10;802116;1011;25/06/2015
1000110352;MONO;1;2;10;730018;656;25/06/2015
1000110353;TRI;3;1;10;50283603;17;25/05/2015
1000110354;MONO;1;2;10;501128;8394;25/06/2015
1000110355;MONO;1;2;10;721262;500;25/06/2015
1000110356;MONO;1;2;10;501032;2878;25/06/2015
1000110357;MONO;1;2;10;501377;3659;25/06/2015
1000110358;MONO;1;2;10;501620;2504;25/06/2015
1000110359;MONO;1;2;10;501136;2213;25/06/2015
1000110360;MONO;1;2;10;501740;2594;25/06/2015
1000110361;MONO;1;2;10;501624;3417;25/06/2015
1000110362;MONO;1;2;10;501658;6223;25/06/2015
1000110363;MONO;1;2;10;501035;7654;25/06/2015
1000110364;MONO;1;2;10;501187;7404;25/06/2015
1000110365;MONO;1;2;10;844166;791;25/06/2015
1000110366;MONO;1;2;15;500581;3106;25/06/2015
1000110367;MONO;1;3;10;500858;3070;25/06/2015
1000110368;MONO;1;2;10;693656;755;25/06/2015
1000110369;MONO;1;2;10;501613;5595;25/06/2015
1000110370;MONO;1;2;10;501119;865;25/06/2015
1000110371;MONO;1;2;10;501143;1731;25/06/2015
1000110372;MONO;1;2;10;501385;528;25/06/2015
1000110373;MONO;1;2;10;501720;744;25/06/2015
1000110374;MONO;1;2;10;501139;2260;25/06/2015
1000110375;MONO;1;2;10;501744;706;25/06/2015
1000110376;MONO;1;2;10;501086;1479;25/06/2015
1000110377;MONO;1;2;10;500730;6917;25/06/2015
1000110378;MONO;1;2;10;500743;9136;25/06/2015
1000110379;MONO;1;2;10;500750;3335;25/06/2015
1000110380;MONO;1;2;10;500748;7257;25/06/2015
1000110381;MONO;1;2;10;500632;2692;25/06/2015
1000110382;MONO;1;2;10;500695;2960;25/06/2015
1000110383;MONO;1;2;10;500737;3009;25/06/2015
1000110384;MONO;1;2;10;500564;4726;25/06/2015
1000110385;MONO;1;2;10;980076908;63255;25/06/2015
1000110386;MONO;1;2;10;500610;2300;25/06/2015
1000110387;MONO;1;2;10;501654;2903;25/06/2015
1000110388;MONO;1;2;10;642328;19821;25/06/2015
1000110389;MONO;1;2;10;500656;2105;25/06/2015
1000110390;MONO;1;2;10;501161;1837;25/06/2015
1000110391;MONO;1;2;10;500746;2228;25/06/2015
1000110392;MONO;1;2;10;501280;2511;25/06/2015
1000110393;MONO;1;2;10;500644;1058;25/06/2015
1000110394;MONO;1;2;10;501097;2308;25/06/2015
1000110395;MONO;1;2;10;501278;3371;25/06/2015
1000110396;MONO;1;2;10;501232;401;25/06/2015
1000110397;MONO;1;3;10;501180;3011;25/06/2015
1000110398;MONO;1;2;10;500785;971;25/05/2015
1000110399;MONO;1;2;10;602284;943;25/06/2015
1000110400;MONO;1;2;10;694252;3475;25/06/2015
1000110401;MONO;1;2;10;47790;7643;25/06/2015
1000110402;MONO;1;2;10;5345099;6180;25/06/2015
1000110403;MONO;1;2;10;729742;1203;25/05/2015
1000110404;MONO;1;2;15;84476;2245;25/06/2015
1000110405;MONO;1;3;10;501121;1936;25/06/2015
1000110406;MONO;1;2;10;25595;436;25/06/2015
1000110407;MONO;1;2;10;501230;4360;25/06/2015
1000110408;MONO;1;2;10;501536;512;25/06/2015
1000110409;MONO;1;2;10;501211;1448;25/05/2015
1000110410;MONO;1;2;10;500778;3186;25/06/2015
1000110411;MONO;1;2;10;500795;5856;25/06/2015
1000110412;MONO;1;2;10;501649;4296;25/06/2015
1000110413;MONO;1;2;10;;1493;25/06/2015
1000110414;MONO;1;2;15;501125;4250;25/06/2015
1000110415;MONO;1;2;10;501455;3570;25/06/2015
1000110416;MONO;1;2;10;500812;3495;25/06/2015
1000110417;MONO;1;2;10;602725;3698;25/06/2015
1000110418;MONO;1;2;10;602745;2004;25/06/2015
1000110419;MONO;1;2;10;20002193;151;25/06/2015
1000110420;MONO;1;2;10;729820;483;25/06/2015
1000110421;MONO;1;2;10;844452;591;25/06/2015
1000110422;MONO;1;2;10;736297;183;25/06/2015
1000110423;MONO;1;2;10;501017;5025;25/06/2015
1000110424;MONO;1;2;10;501126;1554;25/06/2015
1000110425;MONO;1;2;10;20003228;68;25/06/2015
1000110426;MONO;1;2;10;818516;2027;25/06/2015
1000110427;MONO;1;2;15;730065;287;25/06/2015
1000110428;MONO;1;2;10;729848;1616;25/06/2015
1000110429;MONO;1;2;15;726456;601;25/06/2015
1000110430;MONO;1;2;15;698666;2103;25/06/2015
1000110431;MONO;1;2;15;735403;2197;25/06/2015
1000110432;MONO;1;2;10;701065;450;25/06/2015
1000110433;MONO;1;2;10;501120;1132;25/06/2015
1000110434;MONO;1;2;15;40079;6555;25/06/2015
1000110435;MONO;1;2;25;501306;4263;25/06/2015
1000110436;MONO;1;3;10;501210;3099;25/06/2015
1000110437;MONO;1;2;10;501077;2048;25/06/2015
1000110438;MONO;1;2;10;501117;945;25/06/2015
1000110439;MONO;1;2;10;501450;2804;25/06/2015
1000110440;MONO;1;2;10;500758;3182;25/06/2015
1000110441;MONO;1;2;15;500766;1432;25/06/2015
1000110442;MONO;1;2;15;501533;4484;25/06/2015
1000110443;MONO;1;2;10;20002585;5585;25/02/2015
1000110444;MONO;1;2;10;501362;3478;25/06/2015
1000110445;MONO;1;2;10;501369;3366;25/06/2015
1000110446;MONO;1;2;10;500837;1641;25/06/2015
1000110447;MONO;1;2;10;501378;4030;25/06/2015
1000110448;MONO;1;2;10;501429;4448;25/06/2015
1000110449;MONO;1;2;10;501446;2501;25/06/2015
1000110450;MONO;1;2;15;602598;4059;25/06/2015
1000110451;MONO;1;2;15;605606;2865;25/06/2015
1000110452;MONO;1;2;15;602626;1164;25/06/2015
1000110453;MONO;1;2;15;602735;2713;25/05/2015
1000110454;MONO;1;2;10;602539;790;25/06/2015
1000110455;MONO;1;2;10;601918;11008;25/06/2015
1000110456;MONO;1;2;10;601901;731;25/06/2015
1000110457;MONO;1;2;10;720953;2604;25/06/2015
1000110458;MONO;1;2;10;698429;992;25/06/2015
1000110459;MONO;1;2;10;453251;17705;25/06/2015
1000110460;MONO;1;2;15;729750/09;4058;25/06/2015
1000110461;MONO;1;2;10;818551;270;25/06/2015
1000110462;MONO;1;2;15;22010116;1895;25/06/2015
1000110463;MONO;1;2;15;843996;430;25/05/2015
1000110464;MONO;1;2;10;20002810;1;25/04/2015
1000110465;MONO;1;2;15;844597;1553;25/06/2015
1000110466;MONO;1;2;20;501138;14071;25/06/2015
1000110467;MONO;1;2;10;601942;981;25/06/2015
1000110468;MONO;1;2;10;501726;3630;25/06/2015
1000110469;MONO;1;2;10;501331;548;25/06/2015
1000110470;MONO;1;2;10;501263;3407;25/06/2015
1000110471;MONO;1;2;10;500944;1430;25/06/2015
1000110472;MONO;1;2;15;802224;8152;25/02/2013
1000110473;MONO;1;2;15;802284;363;25/06/2015
1000110474;MONO;1;2;10;844523;1804;25/06/2015
1000110475;MONO;1;2;15;818909;418;25/06/2015
1000110476;MONO;1;2;15;;3404;25/06/2015
1000110477;MONO;1;2;15;818645;3156;25/11/2014
1000110478;MONO;1;2;10;844126;949;25/06/2015
1000110479;MONO;1;2;15;698129;3916;25/06/2015
1000110480;MONO;1;2;10;694020;770;25/06/2015
1000110481;MONO;1;2;10;844183;360;25/06/2015
1000110482;MONO;1;6;10;501051;5918;25/06/2015
1000110483;MONO;1;2;10;166333;10630;25/06/2015
1000110484;MONO;1;2;10;;1530;25/06/2015
1000110485;MONO;1;2;10;501041;711;25/06/2015
1000110486;MONO;1;2;10;501100;5265;25/05/2015
1000110487;MONO;1;2;10;501001;2197;25/06/2015
1000110488;MONO;1;2;10;500810;1147;25/06/2015
1000110489;MONO;1;2;10;501558;2730;25/06/2015
1000110490;MONO;1;2;10;501310;1887;25/06/2015
1000110491;MONO;1;2;10;501080;3178;25/06/2015
1000110492;MONO;1;2;10;501050;3842;25/06/2015
1000110493;MONO;1;2;15;501163;6285;25/06/2015
1000110494;MONO;1;2;10;;3779;25/06/2015
1000110495;MONO;1;2;10;501393;1064;25/06/2015
1000110496;MONO;1;2;15;501334;1893;25/06/2015
1000110497;MONO;1;2;10;501359;903;25/06/2015
1000110498;MONO;1;2;10;501243;1098;25/06/2015
1000110499;MONO;1;2;10;501096;996;25/06/2015
1000110500;MONO;1;2;10;;2383;25/06/2015
1000110501;MONO;1;2;10;602595;1392;25/06/2015
