Police;TypeCompteur;NoPhase;CodeTarif;Amperage;NCompteur;DernierIndx;DatDernIndex
1010910448;MONO;1;2;10;;6936;25/06/2015
1010910449;MONO;1;2;10;;2515;25/06/2015
1010910450;MONO;1;2;10;1;3004;25/06/2015
1010910451;MONO;1;2;10;;12100;25/06/2015
1010910452;MONO;1;2;10;;5469;25/06/2015
1010910453;MONO;1;2;10;1111;3179;25/06/2015
1010910454;MONO;1;2;10;;45358;25/06/2015
1010910455;MONO;1;2;10;;7114;25/06/2015
1010910456;MONO;1;2;10;20000750;1081;25/06/2015
1010910457;MONO;1;2;10;;10492;25/06/2015
1010910458;MONO;1;2;10;;3018;25/06/2015
1010910459;MONO;1;2;10;;14379;25/10/2014
1010910460;MONO;1;2;10;;2227;25/06/2015
1010910461;MONO;1;2;10;;4428;25/06/2015
1010910462;MONO;1;2;15;;11354;25/06/2015
1010910463;MONO;1;2;10;;3979;25/06/2015
1010910464;MONO;1;2;10;;2709;25/06/2015
1010910465;MONO;1;2;10;;3798;25/06/2015
1010910466;MONO;1;2;10;;9445;25/06/2015
1010910467;MONO;1;2;10;;14178;25/06/2015
1010910468;MONO;1;2;10;;6725;25/06/2015
1010910469;MONO;1;2;10;;6208;25/06/2015
1010910470;MONO;1;2;10;;1865;25/06/2015
1010910471;MONO;1;2;10;244920;355;25/05/2015
1010910472;MONO;1;2;10;;7691;25/06/2015
1010910473;MONO;1;2;10;;13984;25/06/2015
1010910474;MONO;1;2;10;;5240;25/06/2015
1010910475;MONO;1;2;10;48085;836;25/06/2015
1010910476;MONO;1;2;10;;13936;25/06/2015
1010910477;MONO;1;2;10;;7344;25/06/2015
1010910478;MONO;1;2;10;;10562;25/06/2015
1010910479;MONO;1;2;15;1;8382;25/06/2015
1010910480;MONO;1;2;10;;8342;25/06/2015
1010910481;MONO;1;2;10;;4272;25/06/2015
1010910482;MONO;1;2;10;;2820;25/05/2015
1010910483;MONO;1;2;15;;9324;25/06/2015
1010910484;MONO;1;2;10;;4243;25/06/2015
1010910485;MONO;1;2;15;;7510;25/06/2015
1010910486;MONO;1;2;30;;13664;25/06/2015
1010910487;MONO;1;2;10;;2277;25/06/2015
1010910488;MONO;1;2;10;;7172;25/06/2015
1010910489;MONO;1;2;10;;12457;25/06/2015
1010910490;TRI;3;1;25;;12134;25/06/2015
1010910491;MONO;1;2;10;;3641;25/06/2015
1010910492;MONO;1;2;10;;6235;25/06/2015
1010910493;MONO;1;2;10;;1624;25/06/2015
1010910494;MONO;1;2;10;;4636;25/06/2015
1010910495;MONO;1;2;10;20001925;162;25/06/2015
1010910496;MONO;1;2;10;;6435;25/06/2015
1010910497;MONO;1;2;10;;2459;25/06/2015
1010910498;MONO;1;2;10;1;3703;25/06/2015
1010910499;MONO;1;2;10;;3698;25/06/2015
1010910500;MONO;1;2;10;20000352;1087;25/06/2015
1010910501;MONO;1;2;10;;6570;25/06/2015
1010910502;MONO;1;2;10;;11487;25/06/2015
1010910503;MONO;1;2;10;;5384;25/06/2015
1010910504;MONO;1;2;10;;2636;25/06/2015
1010910505;MONO;1;2;15;;10643;25/06/2015
1010910506;MONO;1;2;10;;12503;25/06/2015
1010910507;MONO;1;2;10;;9977;25/06/2015
1010910508;MONO;1;2;10;;1377;25/06/2015
1010910509;MONO;1;2;10;;4157;25/06/2015
1010910510;MONO;1;2;10;;4598;25/06/2015
1010910511;MONO;1;2;10;;5951;25/06/2015
1010910512;MONO;1;2;10;;3258;25/06/2015
1010910513;MONO;1;2;10;;7010;25/06/2015
1010910514;MONO;1;2;10;;6314;25/06/2015
1010910515;MONO;1;2;10;;7424;25/06/2015
1010910516;MONO;1;2;10;;4083;25/06/2015
1010910517;MONO;1;2;10;;5650;25/06/2015
1010910518;MONO;1;2;10;;4104;25/06/2015
1010910519;MONO;1;2;10;;1709;25/06/2015
1010910520;MONO;1;2;10;;8080;25/06/2015
1010910521;MONO;1;2;10;;12567;25/06/2015
1010910522;MONO;1;2;10;;7560;25/06/2015
1010910523;MONO;1;2;10;;7147;25/06/2015
1010910524;MONO;1;2;10;;8518;25/06/2015
1010910525;MONO;1;2;10;;9128;25/06/2015
1010910526;MONO;1;6;10;;5853;25/08/2012
1010910527;MONO;1;2;10;;2700;25/06/2015
1010910528;MONO;1;2;10;;6890;25/06/2015
1010910529;MONO;1;2;10;;1634;25/06/2015
1010910530;MONO;1;2;10;;10761;25/06/2015
1010910531;MONO;1;2;30;;39;25/06/2015
1010910532;MONO;1;2;10;;3184;25/06/2015
1010910533;MONO;1;2;10;;8281;25/06/2015
1010910534;MONO;1;2;10;;6881;25/06/2015
1010910535;MONO;1;2;10;;5538;25/06/2015
1010910536;MONO;1;2;10;;4931;25/06/2015
1010910537;MONO;1;2;10;;10512;25/06/2015
1010910538;MONO;1;3;10;930774;48071;25/06/2015
1010910539;MONO;1;2;10;1;7164;25/06/2015
1010910540;MONO;1;2;10;;5854;25/06/2015
1010910541;MONO;1;2;10;;6247;25/06/2015
1010910542;MONO;1;2;10;;9806;25/06/2015
1010910543;MONO;1;2;10;;4132;25/06/2015
1010910544;MONO;1;2;10;;11255;25/06/2015
1010910545;MONO;1;2;10;;3235;25/06/2015
1010910546;MONO;1;2;10;;4589;25/06/2015
1010910547;MONO;1;2;10;;11434;25/06/2015
1010910548;MONO;1;2;10;;4789;25/03/2014
1010910549;MONO;1;2;10;1;2735;25/06/2015
1010910550;MONO;1;2;10;;21487;25/06/2015
1010910551;MONO;1;2;10;;6771;25/06/2015
1010910552;MONO;1;2;10;;4600;25/06/2015
1010910553;MONO;1;2;10;;2432;25/06/2015
1010910554;MONO;1;2;10;;3696;25/06/2015
1010910555;MONO;1;2;10;;3635;25/06/2015
1010910556;MONO;1;2;10;;7632;25/06/2015
1010910557;MONO;1;2;10;;5247;25/06/2015
1010910558;MONO;1;2;10;;3838;25/06/2015
1010910559;MONO;1;2;10;1;94;25/06/2015
1010910560;MONO;1;2;10;;7783;25/06/2015
1010910561;MONO;1;2;10;;7301;25/06/2015
1010910562;MONO;1;2;10;;2349;25/06/2015
1010910563;MONO;1;2;10;;13313;25/06/2015
1010910564;MONO;1;2;10;97058900;24518;25/06/2015
1010910565;MONO;1;2;10;;1359;25/06/2015
1010910566;MONO;1;2;10;1001257;65719;25/06/2015
1010910567;MONO;1;2;10;;5749;25/06/2015
1010910568;MONO;1;2;10;;4378;25/06/2015
1010910569;MONO;1;2;10;;2219;25/06/2015
1010910570;MONO;1;2;10;;5884;25/06/2015
1010910571;MONO;1;2;10;;3461;25/06/2015
1010910572;MONO;1;2;10;;2332;25/06/2015
1010910573;MONO;1;2;10;;10295;25/04/2015
1010910574;MONO;1;2;10;;1551;25/06/2015
1010910575;MONO;1;2;10;;7118;25/06/2015
1010910576;MONO;1;2;10;;5512;25/06/2015
1010910577;MONO;1;2;10;;1496;25/06/2015
1010910578;MONO;1;2;10;;1392;25/06/2015
1010910579;MONO;1;2;10;;6381;25/06/2015
1010910580;MONO;1;3;10;;6955;25/06/2015
1010910581;MONO;1;2;10;;7005;25/06/2015
1010910582;MONO;1;2;10;;3689;25/02/2015
1010910583;MONO;1;2;10;;4918;25/06/2015
1010910584;MONO;1;2;15;15;8564;25/06/2015
1010910585;MONO;1;2;10;;11979;25/06/2015
1010910586;MONO;1;2;10;;3848;25/06/2015
1010910587;MONO;1;2;10;;6280;25/06/2015
1010910588;MONO;1;2;10;;2944;25/06/2015
1010910589;MONO;1;2;15;;3047;25/06/2015
1010910590;MONO;1;2;10;;3574;25/06/2015
1010910591;MONO;1;2;10;716681;5530;25/06/2015
1010910592;MONO;1;2;10;;9766;25/06/2015
1010910593;MONO;1;2;10;;1701;25/06/2015
1010910594;MONO;1;2;10;;5466;25/06/2015
1010910595;MONO;1;2;10;;5826;25/06/2015
1010910596;MONO;1;2;10;;3519;25/06/2015
1010910597;MONO;1;2;10;;4123;25/06/2015
1010910598;MONO;1;2;10;;2295;25/06/2015
1010910599;MONO;1;2;10;;4968;25/06/2015
1010910600;MONO;1;2;10;;1774;25/06/2015
1010910601;MONO;1;2;10;;5052;25/06/2015
1010910602;MONO;1;2;10;;6362;25/06/2015
1010910603;MONO;1;2;10;;3457;25/06/2015
1010910604;MONO;1;2;10;;2891;25/06/2015
1010910605;MONO;1;2;10;;2542;25/06/2015
1010910606;MONO;1;2;10;;5513;25/06/2015
1010910607;MONO;1;2;10;;4021;25/06/2015
1010910608;MONO;1;2;15;;74559;25/06/2015
1010910609;MONO;1;2;10;;1981;25/06/2015
1010910610;MONO;1;2;10;;1999;25/06/2015
1010910611;MONO;1;2;10;;75892;25/06/2015
1010910612;MONO;1;2;10;;2327;25/06/2015
1010910613;MONO;1;2;10;;2610;25/06/2015
1010910614;MONO;1;2;10;;6639;25/06/2015
1010910615;TRI;3;1;10;;24988;25/06/2015
1010910616;MONO;1;2;10;;3909;25/06/2015
1010910617;MONO;1;2;10;;4613;25/06/2015
1010910618;MONO;1;2;10;;2047;25/02/2015
1010910619;MONO;1;2;10;;7865;25/06/2015
1010910620;MONO;1;2;10;;3158;25/06/2015
1010910621;MONO;1;2;10;;2061;25/02/2011
1010910622;MONO;1;2;10;;3993;25/06/2015
1010910623;MONO;1;2;10;;2091;25/06/2015
1010910624;MONO;1;2;10;1;5108;25/06/2015
1010910625;MONO;1;2;10;;6000;25/06/2015
1010910626;MONO;1;2;10;;2034;25/06/2015
1010910627;MONO;1;2;10;;3364;25/06/2015
1010910628;MONO;1;3;10;20004225;6094;25/02/2015
1010910629;MONO;1;3;10;;8661;25/06/2015
1010910630;MONO;1;3;10;;4463;25/06/2015
1010910631;MONO;1;3;10;;4579;25/06/2015
1010910632;MONO;1;3;10;;8745;25/05/2015
1010910633;MONO;1;3;10;;7888;25/06/2015
1010910634;MONO;1;3;10;;2785;25/06/2015
1010910635;MONO;1;3;10;;7480;25/06/2015
1010910636;MONO;1;2;15;;5977;25/06/2015
1010910637;MONO;1;2;15;;27622;25/06/2015
1010910638;MONO;1;3;10;;3711;25/06/2015
1010910639;MONO;1;3;10;;7588;25/06/2015
1010910640;MONO;1;3;10;;2294;25/06/2015
1010910641;MONO;1;3;10;;7322;25/06/2015
1010910642;MONO;1;3;10;;7658;25/06/2015
1010910643;MONO;1;3;10;;5160;25/06/2015
1010910644;MONO;1;3;10;1;509;25/06/2015
1010910645;MONO;1;6;10;;7326;25/06/2015
1010910646;MONO;1;2;10;;1846;25/06/2015
1010910647;TRI;3;1;30;854759;40132;25/06/2015
1010910648;MONO;1;2;10;;2574;25/06/2015
1010910649;MONO;1;2;10;;1701;25/06/2015
1010910650;MONO;1;2;10;;3249;25/06/2015
1010910651;MONO;1;2;10;;1516;25/06/2015
1010910652;MONO;1;2;10;;2549;25/06/2015
1010910653;MONO;1;2;10;;8035;25/06/2015
1010910654;MONO;1;2;10;;3691;25/06/2015
1010910655;MONO;1;2;10;;5532;25/06/2015
1010910656;MONO;1;2;10;;3189;25/06/2015
1010910657;MONO;1;2;10;;1880;25/06/2015
1010910658;MONO;1;2;10;;4790;25/06/2015
1010910659;MONO;1;2;10;;382;25/06/2015
1010910660;MONO;1;2;10;;1333;25/06/2015
1010910661;MONO;1;2;10;;5862;25/06/2015
1010910662;MONO;1;2;10;;1963;25/06/2015
1010910663;MONO;1;2;10;783104229;4102;25/06/2015
1010910664;MONO;1;2;10;;17799;25/06/2015
1010910665;MONO;1;2;10;;2487;25/06/2015
1010910666;MONO;1;2;10;;1157;25/06/2015
1010910667;MONO;1;2;10;;2538;25/06/2015
1010910668;MONO;1;2;10;;2297;25/06/2015
1010910669;MONO;1;2;10;;4107;25/06/2015
1010910670;MONO;1;2;10;;6205;25/06/2015
1010910671;MONO;1;2;10;;1463;25/06/2015
1010910672;MONO;1;2;10;;1361;25/02/2015
1010910673;MONO;1;2;10;;5679;25/06/2015
1010910674;MONO;1;2;10;;6007;25/06/2015
1010910675;MONO;1;2;10;;3532;25/06/2015
1010910676;MONO;1;2;10;1;4193;25/06/2015
1010910677;MONO;1;2;10;;5297;25/06/2015
1010910678;MONO;1;2;10;;3143;25/06/2015
1010910679;MONO;1;2;10;;2006;25/06/2015
1010910680;MONO;1;2;10;;3024;25/06/2015
1010910681;MONO;1;2;10;;5778;25/06/2015
1010910682;MONO;1;2;10;;1599;25/06/2015
1010910683;MONO;1;2;10;;4233;25/06/2015
1010910684;MONO;1;2;10;;4476;25/06/2015
1010910685;MONO;1;2;15;;4235;25/06/2015
1010910686;MONO;1;2;15;642362;16871;25/06/2015
1010910687;MONO;1;2;15;;2730;25/05/2015
1010910688;MONO;1;2;10;;4119;25/06/2015
1010910689;MONO;1;2;10;;1258;25/06/2015
1010910690;MONO;1;2;10;;6354;25/06/2015
1010910691;MONO;1;2;10;;1902;25/06/2015
1010910692;MONO;1;2;10;;5727;25/06/2015
1010910693;TRI;3;1;20;;28711;25/06/2015
1010910694;MONO;1;3;10;;7422;25/06/2015
1010910695;MONO;1;2;10;;1644;25/06/2015
1010910696;MONO;1;2;10;;5437;25/06/2015
1010910697;MONO;1;2;10;97AJ044177;24703;25/06/2015
1010910698;MONO;1;2;10;;1167;25/06/2015
1010910699;MONO;1;2;10;;2768;25/06/2015
1010910700;MONO;1;3;10;;8643;25/06/2015
1010910701;MONO;1;2;10;;2662;25/06/2015
1010910702;MONO;1;2;10;;2553;25/06/2015
1010910703;MONO;1;2;10;;5033;25/06/2015
1010910704;MONO;1;2;10;;4377;25/06/2015
1010910705;MONO;1;2;10;;2459;25/06/2015
1010910706;MONO;1;2;10;;1095;25/06/2015
1010910707;MONO;1;2;10;;3719;25/06/2015
1010910708;MONO;1;2;10;;1216;25/06/2015
1010910709;MONO;1;2;10;;7114;25/06/2015
1010910710;MONO;1;2;10;;8699;25/06/2015
1010910711;MONO;1;2;10;81038;4121;25/06/2015
1010910712;MONO;1;2;10;83015;690;25/06/2015
1010910713;MONO;1;2;10;82622;561;25/06/2015
1010910714;MONO;1;2;10;83678;4998;25/06/2015
1010910715;MONO;1;2;10;81847;1681;25/06/2015
1010910716;MONO;1;2;10;;462;25/06/2015
1010910717;MONO;1;2;10;81234;5876;25/06/2015
1010910718;MONO;1;2;10;85272;6914;25/06/2015
1010910719;MONO;1;2;10;;1287;25/06/2015
1010910720;MONO;1;2;10;82081;2598;25/06/2015
1010910721;MONO;1;2;10;80886;2089;25/06/2015
1010910722;MONO;1;2;10;252507;656;25/06/2015
1010910723;MONO;1;2;10;81861;3360;25/06/2015
1010910724;MONO;1;2;10;81035;2512;25/06/2015
1010910725;MONO;1;2;10;;5267;25/06/2015
1010910726;MONO;1;2;10;81364;3022;25/06/2015
1010910727;MONO;1;2;10;2;2702;25/06/2015
1010910728;MONO;1;2;10;82060;2729;25/06/2015
1010910729;MONO;1;2;10;82169;3064;25/06/2015
1010910730;MONO;1;2;10;84801;2796;25/06/2015
1010910731;MONO;1;3;10;82406;7562;25/06/2015
1010910732;MONO;1;2;10;81582;5658;25/06/2015
1010910733;MONO;1;2;10;80262;3948;25/06/2015
1010910734;MONO;1;2;10;20324283;2710;25/06/2015
1010910735;MONO;1;2;10;890562;1628;25/06/2015
1010910736;MONO;1;2;10;400037;1963;25/06/2015
1010910737;MONO;1;2;10;400029;548;25/06/2015
1010910738;MONO;1;2;10;890557;3115;25/06/2015
1010910739;MONO;1;2;10;400036;3788;25/06/2015
1010910740;MONO;1;2;10;887743;4449;25/06/2015
1010910741;MONO;1;2;10;400023;8230;25/06/2015
1010910742;MONO;1;2;10;890941;2903;25/06/2015
1010910743;MONO;1;2;10;890286;3279;25/06/2015
1010910744;MONO;1;2;10;890512;3832;25/06/2015
1010910745;MONO;1;2;10;99032346;41419;25/06/2015
1010910746;MONO;1;2;10;889180;5397;25/06/2015
1010910747;MONO;1;2;10;887938;4048;25/06/2015
1010910748;MONO;1;2;10;19289895;3669;25/06/2015
1010910749;MONO;1;2;10;19708303;6342;25/06/2015
1010910750;MONO;1;2;10;19838320;3628;25/06/2015
1010910751;MONO;1;2;10;;2440;25/06/2013
1010910752;MONO;1;2;10;21421095;3402;25/06/2015
1010910753;MONO;1;2;10;890508;1905;25/06/2015
1010910754;MONO;1;2;10;22751259;1242;25/06/2015
1010910755;MONO;1;2;10;17168039;3913;25/06/2015
1010910756;MONO;1;2;10;19332313;8110;25/06/2015
1010910757;MONO;1;2;10;40064;8859;25/06/2015
1010910758;MONO;1;2;10;887974;3048;25/06/2015
1010910759;MONO;1;2;10;400120;5635;25/06/2015
1010910760;MONO;1;2;10;;3637;25/06/2015
1010910761;MONO;1;2;10;400165;6247;25/06/2015
1010910762;MONO;1;2;10;400201;4661;25/06/2015
1010910763;MONO;1;2;10;400166;1010;25/06/2015
1010910764;MONO;1;2;10;400098;8768;25/06/2015
1010910765;MONO;1;2;10;400170;4882;25/06/2015
1010910766;MONO;1;2;10;400169;3364;25/06/2015
1010910767;MONO;1;2;10;;2763;25/06/2015
1010910768;MONO;1;2;10;;1904;25/06/2015
1010910769;MONO;1;2;10;400171;1893;25/06/2015
1010910770;MONO;1;2;10;400211;3849;25/06/2015
1010910771;MONO;1;2;10;S400208;917;25/06/2015
1010910772;MONO;1;2;10;S400207;4865;25/06/2015
1010910773;MONO;1;2;10;S400290;1415;25/06/2015
1010910774;MONO;1;2;10;S400292;2077;25/06/2015
1010910775;MONO;1;2;10;;2368;25/01/2013
1010910776;MONO;1;2;10;68377;2325;25/06/2015
1010910777;MONO;1;2;10;990475;1216;25/06/2015
1010910778;MONO;1;2;10;;1972;25/04/2015
1010910779;MONO;1;2;10;;80085;25/06/2015
1010910780;MONO;1;2;10;1;2084;25/06/2015
1010910781;MONO;1;2;10;866171;25072;25/06/2015
1010910782;MONO;1;2;10;;2720;25/06/2015
1010910783;MONO;1;2;10;400544;4597;25/06/2015
1010910784;MONO;1;2;10;400540;4930;25/06/2015
1010910785;MONO;1;2;10;400473;1127;25/06/2015
1010910786;MONO;1;2;20;400495;1910;25/06/2015
1010910787;MONO;1;2;20;400443;922;25/06/2015
1010910788;MONO;1;2;10;400547;2111;25/06/2015
1010910789;MONO;1;2;10;400484;2530;25/06/2015
1010910790;MONO;1;2;10;400425;2659;25/06/2015
1010910791;MONO;1;2;10;400537;1281;25/06/2015
1010910792;MONO;1;2;10;400520;4389;25/06/2015
1010910793;MONO;1;2;10;400489;2248;25/06/2015
1010910794;MONO;1;2;10;400484;2334;25/06/2015
1010910795;MONO;1;2;10;400511;1676;25/06/2015
1010910796;MONO;1;2;10;400509;2525;25/06/2015
1010910797;MONO;1;3;10;400485;2823;25/06/2015
1010910798;MONO;1;2;10;400474;1603;25/06/2015
1010910799;MONO;1;2;10;400533;6846;25/06/2015
1010910800;MONO;1;2;10;400514;3140;25/06/2015
1010910801;MONO;1;2;10;400407;1423;25/06/2015
1010910802;MONO;1;2;10;400491;1525;25/06/2015
1010910803;MONO;1;2;10;400384;3038;25/06/2015
1010910804;MONO;1;2;10;400529;3481;25/06/2015
1010910805;MONO;1;2;15;400341;4573;25/06/2015
1010910806;MONO;1;2;15;400506;7018;11/06/2013
1010910807;MONO;1;2;10;400309;3307;25/06/2015
1010910808;MONO;1;2;10;400460;2811;25/06/2015
1010910809;MONO;1;2;10;400361;4516;25/06/2015
1010910810;MONO;1;2;10;500725;2870;25/06/2015
1010910811;MONO;1;2;10;500511;3209;25/06/2015
1010910812;MONO;1;2;10;500726;2226;25/06/2015
1010910813;MONO;1;2;10;500740;5413;25/06/2015
1010910814;MONO;1;2;10;500583;3547;25/06/2015
1010910815;MONO;1;2;10;500744;2030;25/06/2015
1010910816;MONO;1;2;10;500707;1090;25/06/2015
1010910817;MONO;1;2;10;500567;2206;25/06/2015
1010910818;MONO;1;2;10;500728;4684;25/06/2015
1010910819;MONO;1;2;10;500597;1559;25/06/2015
1010910820;MONO;1;2;10;500592;1169;25/06/2015
1010910821;MONO;1;2;10;;2497;25/06/2015
1010910822;MONO;1;2;10;;2713;25/06/2015
1010910823;MONO;1;2;10;501625;1396;25/06/2015
1010910824;MONO;1;2;10;501495;4396;25/06/2015
1010910825;MONO;1;2;10;501619;2859;25/06/2015
1010910826;MONO;1;2;10;501615;4921;25/06/2015
1010910827;MONO;1;2;20;501484;10364;25/06/2015
1010910828;MONO;1;2;10;;2614;25/06/2015
1010910829;MONO;1;2;10;;6167;25/06/2015
1010910830;MONO;1;2;10;;2745;25/06/2015
1010910831;MONO;1;2;10;;4067;25/06/2015
1010910832;MONO;1;2;10;1;3242;25/06/2015
1010910833;MONO;1;2;10;;1968;25/06/2015
1010910834;MONO;1;2;10;;3714;25/06/2015
1010910835;MONO;1;2;10;;865;25/06/2015
1010910836;MONO;1;2;10;;6074;25/06/2015
1010910837;MONO;1;2;10;;1144;25/06/2015
1010910838;MONO;1;2;10;;3558;25/06/2015
1010910839;MONO;1;2;10;;2956;25/06/2015
1010910840;MONO;1;2;10;;2993;25/06/2015
1010910841;MONO;1;2;10;1;275;25/06/2015
1010910842;MONO;1;2;10;;1055;25/06/2015
1010910843;MONO;1;2;10;;927;25/06/2015
1010910844;MONO;1;2;10;;7447;25/06/2015
1010910845;MONO;1;2;10;501608;1457;25/06/2015
1010910846;MONO;1;2;15;501526;3240;25/06/2015
1010910847;MONO;1;2;10;501498;1327;25/06/2015
1010910848;MONO;1;2;10;500907;4443;25/06/2015
1010910849;MONO;1;2;10;500905;1267;25/06/2015
1010910850;MONO;1;2;10;501401;556;25/06/2015
1010910851;MONO;1;2;10;500973;2068;25/06/2015
1010910852;MONO;1;2;10;500914;681;25/06/2015
1010910853;MONO;1;2;10;501026;2479;25/06/2015
1010910854;MONO;1;2;10;1;1100;25/06/2015
1010910855;MONO;1;2;10;500932;3350;25/06/2015
1010910856;MONO;1;2;10;500763;4941;25/06/2015
1010910857;MONO;1;2;10;500834;1476;25/06/2015
1010910858;MONO;1;2;10;500827;1146;25/06/2015
1010910859;MONO;1;2;10;500861;3397;25/06/2015
1010910860;MONO;1;2;10;501364;1990;25/06/2015
1010910861;MONO;1;2;10;501352;2197;25/06/2015
1010910862;MONO;1;2;10;501409;4524;25/06/2015
1010910863;MONO;1;2;10;501438;1175;25/06/2015
1010910864;MONO;1;2;10;501409;4051;25/06/2015
1010910865;MONO;1;2;10;501642;2764;25/06/2015
1010910866;MONO;1;2;10;501137;796;25/09/2012
1010910867;MONO;1;2;15;501713;10125;25/06/2015
1010910868;MONO;1;2;10;501703;2234;25/06/2015
1010910869;MONO;1;2;10;;2478;25/06/2015
1010910870;MONO;1;2;10;501140;1435;25/06/2015
1010910871;MONO;1;2;10;501699;2105;25/06/2015
1010910872;MONO;1;2;10;501705;485;25/06/2015
1010910873;MONO;1;2;10;500833;2020;25/06/2015
1010910874;MONO;1;2;10;501469;841;25/06/2015
1010910875;MONO;1;6;10;500807;5731;25/06/2015
1010910876;MONO;1;2;10;500992;2125;25/06/2015
1010910877;MONO;1;2;10;500768;2090;25/06/2015
1010910878;MONO;1;2;10;501460;734;25/06/2015
1010910879;;3;6;10;500784;1783;25/06/2015
1010910880;MONO;1;2;10;500863;2425;25/06/2015
1010910881;MONO;1;2;10;500792;1165;25/06/2015
1010910882;MONO;1;2;10;501622;2345;25/06/2015
1010910883;MONO;1;2;10;501371;1505;25/06/2015
1010910884;MONO;1;2;10;501542;1258;25/06/2015
1010910885;MONO;1;2;10;501582;4391;25/06/2015
1010910886;MONO;1;2;10;501733;2280;25/06/2015
1010910887;MONO;1;2;10;501432;9566;25/06/2015
1010910888;MONO;1;2;10;501679;2307;25/06/2015
1010910889;MONO;1;2;10;501391;2788;25/06/2015
1010910890;MONO;1;2;10;501380;1991;25/06/2015
1010910891;MONO;1;2;10;50155;2971;25/06/2015
1010910892;MONO;1;2;10;501531;2533;25/06/2015
1010910893;MONO;1;2;10;501424;797;25/06/2015
1010910894;MONO;1;2;10;501747;5274;25/06/2015
1010910895;MONO;1;2;15;718401;5373;25/06/2015
1010910896;MONO;1;2;10;701811;1891;25/06/2015
1010910897;MONO;1;2;10;727729;1632;25/06/2015
1010910898;MONO;1;2;10;719774;4525;25/05/2015
1010910899;MONO;1;2;10;622201;1293;25/06/2015
1010910900;MONO;1;2;10;602350;1743;25/06/2015
1010910901;MONO;1;2;10;302103;1690;25/06/2015
1010910902;MONO;1;2;10;602422;2109;25/06/2015
1010910903;MONO;1;2;10;602763;1846;25/06/2015
1010910904;MONO;1;2;20;602771;11515;25/06/2015
1010910905;MONO;1;2;10;602435;3717;25/03/2014
1010910906;MONO;1;2;10;602829;2385;25/06/2015
1010910907;MONO;1;2;10;602405;2403;25/06/2015
1010910908;MONO;1;2;15;602894;4590;25/06/2015
1010910909;MONO;1;2;10;602865;4089;25/06/2015
1010910910;MONO;1;2;10;602577;1369;25/06/2015
1010910911;MONO;1;2;10;602127;901;25/06/2015
1010910912;MONO;1;2;10;602899;2908;25/06/2015
1010910913;MONO;1;2;10;602446;1647;25/06/2015
1010910914;MONO;1;2;10;602435;4123;25/06/2015
1010910915;MONO;1;2;10;602673;3949;25/06/2015
1010910916;MONO;1;2;10;602838;2290;25/06/2015
1010910917;MONO;1;2;15;602791;3770;25/06/2015
1010910918;MONO;1;2;10;602823;1489;25/06/2015
1010910919;MONO;1;2;10;602031;1610;25/06/2015
1010910920;MONO;1;2;10;602142;1261;25/06/2015
1010910921;MONO;1;2;10;602097;3441;25/06/2015
1010910922;MONO;1;2;10;602813;3006;25/06/2015
1010910923;MONO;1;2;10;602073;1955;25/06/2015
1010910924;MONO;1;2;10;602519;1122;25/06/2015
1010910925;MONO;1;2;10;602036;2305;25/06/2015
1010910926;MONO;1;2;10;602892;1040;25/06/2015
1010910927;MONO;1;2;15;602138;2945;25/06/2015
1010910928;MONO;1;2;10;602017;4861;25/06/2015
1010910929;MONO;1;2;10;602818;2186;25/06/2015
1010910930;MONO;1;2;10;602558;2641;25/06/2015
1010910931;MONO;1;2;10;602398;1225;25/06/2015
1010910932;MONO;1;2;10;62032;4737;25/06/2015
1010910933;MONO;1;2;10;602033;6215;25/06/2015
1010910934;MONO;1;2;10;602766;2253;25/06/2015
1010910935;MONO;1;2;10;602088;2864;25/06/2015
1010910936;MONO;1;2;10;602794;4356;25/06/2015
1010910937;MONO;1;2;20;602445;4097;25/06/2015
1010910938;MONO;1;2;10;602846;1460;25/06/2015
1010910939;MONO;1;2;10;1002090;2174;25/06/2015
1010910940;MONO;1;2;10;602779;3414;25/06/2015
1010910941;MONO;1;2;10;602349;4636;25/06/2015
1010910942;MONO;1;2;10;602889;4819;25/06/2015
1010910943;MONO;1;2;10;602933;1659;25/06/2015
1010910944;MONO;1;2;10;602440;4473;25/06/2015
1010910945;MONO;1;2;10;602358;3166;25/06/2015
1010910946;MONO;1;2;10;602804;1596;25/06/2015
1010910947;MONO;1;2;10;602807;2108;25/06/2015
1010910948;MONO;1;2;10;602101;2566;25/06/2015
1010910949;MONO;1;2;10;601751;802;25/06/2015
1010910950;MONO;1;2;10;602768;3029;25/06/2015
1010910951;MONO;1;2;10;602165;5533;25/06/2015
1010910952;MONO;1;2;10;601777;1150;25/06/2015
1010910953;MONO;1;3;10;601945;2118;25/06/2015
1010910954;MONO;1;2;10;;2174;25/06/2015
1010910955;MONO;1;2;10;601762;1328;25/06/2015
1010910956;MONO;1;2;10;601772;704;25/06/2015
1010910957;MONO;1;2;10;602151;461;25/06/2015
1010910958;MONO;1;2;10;602304;6415;25/06/2015
1010910959;MONO;1;2;10;602316;1271;25/06/2015
1010910960;MONO;1;2;10;602798;1131;25/06/2015
1010910961;MONO;1;2;10;602254;2106;25/06/2015
1010910962;MONO;1;2;10;602762;1012;25/06/2015
1010910963;MONO;1;2;10;602293;2099;25/06/2015
1010910964;MONO;1;2;10;602258;2306;25/06/2015
1010910965;MONO;1;2;10;601939;1678;25/06/2015
