Police;Montant
1011213557;5245
1011213558;2764
1011213559;36789
1011213561;3077
1011213562;3833
1011213563;7089
1011213564;1550
1011213565;1988
1011213566;95500
1011213567;6634
1011213568;907
1011213569;11505
1011213571;4337
1011213572;2549
1011214445;30665
1011214446;7291
1011214447;6430
1011214448;23045
1011214449;2640
1011214450;332
1011214451;1988
1011214452;765
1011214454;92
1011214455;5
1011214456;92
1011214457;4058
1011214458;8964
1011214459;4447
1011214460;2859
1011214461;1050
1011214464;3275
1011214465;2260
1011214466;9087
1011214467;1260
1011214468;238
1011214470;2940
1011214471;7019
1011214472;3374
1011214473;6927
1011214474;1852
1011214475;195
1011214476;1194
1011214477;8487
1011214478;7604
1011214480;6344
1011214481;2029
1011214482;15330
1011214483;1332
1011214485;7800
1020111101;8243
1020111102;2229
1020111103;17511
1020111104;5661
1020111105;47154
1020111107;2069
1020111108;6203
1020111109;2260
1020111110;125483
1020111111;18
1020111112;7530
1020111113;2431
1020111114;12328
1020111116;2124
1020111117;1444
1020111118;1444
1020111120;1440
1020111121;21
1020111122;3702
1020111123;13
1020111125;1749
1020111126;28350
1020111127;3212
1020111128;3241
1020111129;6780
1020111130;22902
1020111131;36108
1020111132;9973
1020111133;3212
1020111134;1993
1020111135;15002
1020111136;4889
1020111137;6067
1020111138;7291
1020111140;3779
1020111141;2625
1020111142;4078
1020111143;104
1020111144;1039
1020111145;32309
1020111146;5400
1020111147;10431
1020111148;3598
1020111149;39528
1020111150;47039
1020111151;1068
1020111152;4060
1020111153;4979
1020111154;1852
1020111155;10069
1020111156;6749
1020111157;42484
1020111158;4223
1020111159;9937
1020111160;35944
1020111161;9130
1020111162;8915
1020111163;2945
1020111164;16957
1020111165;5115
1020111166;31184
1020111167;5200
1020111168;11
1020111169;7378
1020111170;1852
1020111171;7496
1020111172;2532
1020111173;17551
1020111174;11074
1020111175;19
1020111176;7292
1020111177;2260
1020111178;2006
1020111179;38526
1020111180;16
1020111181;3786
1020111182;1891
1020111183;1308
1020111184;4707
1020111185;3132
1020111186;1308
1020111187;765
1020111188;3317
1020111189;2672
1020111190;900
1020111191;12629
1020111192;3348
1020111193;2804
1020111194;4541
1020111195;765
1020111196;9738
1020111339;515
1020111576;8436
1020111577;4963
1020111578;5967
1020111579;4076
1020111580;4707
1020111581;765
1020111582;1116
1020111583;1988
1020111584;33669
1020111585;838
1020111586;4164
1020111587;8401
1020112101;5947
1020112102;1234
1020112103;21431
1020112104;99500
1020112105;2668
1020112106;5449
1020112107;6205
1020112109;1308
1020112110;813
1020112111;10511
1020112112;1036
1020112113;1594
1020112114;2668
1020112115;2804
1020112116;21971
1020112117;27448
1020112118;2396
1020112119;5387
1020112120;3215
1020112121;1172
1020112122;7694
1020112123;16972
1020112124;1172
1020112125;1335
1020112126;1172
1020112127;12104
1020112129;2940
1020112130;3212
1020112131;2532
1020112132;2132
1020112134;3123
1020112135;4891
1020112137;1439
1020112138;17104
1020112139;2038
1020112140;1988
1020112142;2701
1020112144;23139
1020112146;22451
1020112147;1058
1020112148;6883
1020112149;1854
1020112150;6357
1020112151;73355
1020112154;3607
1020112155;7155
1020112156;1988
1020112157;2532
1020112158;2124
1020112159;765
1020112160;5630
1020112161;1842
1020112162;1591
1020112163;81000
1020112165;77950
1020112604;1821
1020112632;42052
1020112648;3058
1020112650;17118
1020112651;5133
1020112652;3756
1020112653;2190
1020112781;5735
1020113101;5965
1020113102;14810
1020113103;23905
1020113104;1821
1020113106;8929
1020113108;13625
1020113110;6908
1020113111;2124
1020113112;30086
1020113113;4908
1020113114;3120
1020113115;1065
1020113116;3076
1020113117;13358
1020113118;4577
1020113119;5251
1020113120;765
1020113121;6358
1020113122;2505
1020113123;7000
1020113125;5609
1020113126;13409
1020113127;57
1020113128;1852
1020113129;31139
1020113130;1308
1020113131;2436
1020113132;6013
1020113133;1716
1020113135;15928
1020113136;2043
1020113137;1036
1020113138;3580
1020113139;1601
1020113140;1722
1020113141;4494
1020113142;3094
1020113143;2741
1020113145;903
1020113146;842
1020113153;7000
1020113154;28727
1020113155;7000
1020113156;93500
1020113157;3686
1020113158;4310
1020113159;1674
1020113160;3883
1020113162;24981
1020113163;45961
1020113164;5664
1020113165;6339
1020113167;26906
1020113169;44937
1020113170;6088
1020113171;143855
1020113172;3994
1020113173;14650
1020113174;1852
1020113175;4698
1020113176;7037
1020113177;13166
1020113586;32804
1020114102;2668
1020114103;33713
1020114104;7000
1020114105;25383
1020114106;868
1020114107;9907
1020114108;8503
1020114110;2014
1020115103;2340
1020115105;7975
1020115106;4214
1020115107;2940
1020115108;4106
1020115109;2253
1020115110;203881
1020115111;13919
1020115114;2105
1020115115;885
1020211101;18158
1020211103;4320
1020211106;515
1020211107;7263
1020211108;17198
1020211109;16805
1020211110;1867
1020211111;125916
1020211112;21400
1020211113;6173
1020211114;3852
1020211115;3734
1020211116;31273
1020211117;37548
1020211118;51309
1020211119;3850
1020211120;900
1020211121;7175
1020211122;1852
1020211123;3348
1020211124;1133
1020211125;24182
1020211126;62676
1020211127;22565
1020211129;45190
1020211130;23380
1020211131;13754
1020211132;2260
1020211133;11638
1020211134;6883
1020211135;9306
1020211136;49638
1020211137;2124
1020211138;10572
1020211139;132
1020211140;39865
1020211141;40889
1020211142;3020
1020211143;3055
1020211144;18817
1020211145;7291
1020211146;5220
1020211147;9973
1020211148;36939
1020211149;4861
1020211150;92754
1020211151;29564
1020211152;4593
1020211153;4453
1020211154;2121
1020211157;12053
1020211158;7000
1020211159;16181
1020211161;2532
1020211162;7409
1020211163;15789
1020211164;15373
1020211166;1580
1020211167;5383
1020211168;7000
1020211169;7000
1020211170;2304
1020211171;7000
1020211173;2022
1020211174;2124
1020211175;15602
1020211176;7000
1020211177;6611
1020211178;2998
1020211179;10874
1020211180;30008
1020211197;1580
1020211198;2049
1020211199;1042
1020211201;2093
1020211202;3
1020211203;1308
1020211204;1060
1020211205;1036
1020211206;141821
1020211207;7054
1020211208;5853
1020211209;861
1020211210;2420
1020211211;1264
1020211212;1788
1020211213;900
1020211214;1580
1020211215;1988
1020211216;19315
1020211217;5552
1020211218;1580
1020211219;6639
1020211220;1322
1020211222;1852
1020211223;16795
1020211224;5396
1020211225;1212
1020211226;768
1020211227;2620
1020211228;5211
1020211229;1314
1020211230;2396
1020211231;4834
1020211232;4574
1020211233;2260
1020211234;7427
1020211235;1113
1020211236;1580
1020211237;4235
1020211238;2309
1020211239;41396
1020211240;86117
1020211241;1444
1020211243;1474
1020211244;8393
1020211245;515
1020211246;1580
1020211247;5389
1020211248;2037
1020211249;6321
1020211250;969
1020211251;2124
1020211252;1415
1020211253;6339
1020211254;1036
1020211255;2396
1020211256;49440
1020211257;2584
1020211258;4307
1020211259;4981
1020211263;2213
1020211264;10303
1020211267;22944
1020211268;1036
1020211269;20926
1020211270;5935
1020211271;24576
1020211272;2804
1020211276;4180
1020211277;2396
1020211279;6997
1020211287;4496
1020211291;6137
1020211292;3789
1020211294;2462
1020211295;1716
1020211297;3050
1020211299;2053
1020211300;1988
1020211301;1308
1020211302;1716
1020211303;3076
1020211304;5499
1020211305;1900
1020211306;803
1020211307;4676
1020211308;10046
1020211309;37852
1020211310;6249
1020211311;1444
1020211312;1716
1020211313;9099
1020211314;2
1020211316;10219
1020211317;1716
1020211318;26419
1020211319;13664
1020211320;1049
1020211321;66363
1020211322;8681
1020211323;2128
1020211324;10313
1020211326;10649
1020211328;2303
1020211329;1588
1020211330;9128
1020211331;8185
1020211334;2601
1020211335;10482
1020211336;10000
1020211338;2894
1020211339;2124
1020211340;4868
1020211346;5817
1020211351;1960
1020211352;73288
1020211363;3212
1020211464;4299
1020211563;4341
1020211616;1696
1020211617;32215
1020212166;7980
1020212167;48485
1020212168;5405
1020212169;1172
1020212170;4664
1020212171;4958
1020212173;5832
1020212174;2773
1020212175;9479
1020212176;17848
1020212177;1716
1020212178;2029
1020212179;1569
1020212180;1280
1020212182;6750
1020212183;10000
1020212184;116500
1020212185;7667
1020212187;144952
1020212188;12590
1020212189;101500
1020212190;96500
1020212543;1988
1020212544;4969
1020212567;23484
1020212577;7521
1020212579;9058
1020212583;1716
1020212585;1036
1020212603;5272
1020212610;2640
1020212616;1844
1020212623;2405
1020212626;97843
1020212638;3067
1020212654;5628
1020212655;4180
1020212656;22602
1020212657;18952
1020212659;2099
1020212660;2724
1020212661;9299
1020212662;2456
1020212663;7172
1020212664;7155
1020213149;94000
1020213150;109000
1020213180;91500
1020213181;3915
1020213183;5997
1020213184;6185
1020213185;5
1020213186;13132
1020213187;4571
1020213188;22628
1020213191;4164
1020213192;1580
1020213193;1177
1020213194;2566
1020213195;34978
1020213196;3355
1020213197;3190
1020213198;6192
1020213199;6146
1020213200;9106
1020213201;13423
1020213202;2564
1020213203;3874
1020213204;10902
1020213205;7289
1020213206;1179
1020213207;3509
1020213208;2819
1020213209;13548
1020213210;9075
1020213211;7970
1020213212;13001
1020214114;148541
1020214115;6145
1020214116;5970
1020214117;48500
1020214118;49500
1020214119;3199
1020214120;7444
1020214121;2532
1020214122;6832
1020215117;2687
1020215118;7668
1020215119;2314
1020215120;34659
1020215121;765
1020215122;9734
1020215123;31000
1020215124;33116
1020215125;32886
1020215127;1852
1020215128;31113
1020215129;2677
1020215130;35677
1020215131;40068
1020215132;3044
1020311181;1172
1020311182;1994
1020311183;102485
1020311185;2427
1020311186;99395
1020311187;1050
1020311188;13681
1020311189;7569
1020311190;1066
1020311191;34910
1020311192;7448
1020311193;1444
1020311194;2124
1020311195;2535
1020311196;2239
1020311261;2852
1020311273;1049
1020311274;65790
1020311278;102500
1020311280;3884
1020311591;19056
1020311592;19092
1020311593;14330
1020311594;1048
1020311595;4979
1020311596;5140
1020311597;2310
1020311598;7233
1020312192;4571
1020312193;1225
1020312194;3430
1020312195;12269
1020312196;1488
1020312197;5000
1020312198;17085
1020312199;11632
1020312200;1738
1020312201;2817
1020312202;1444
1020312203;18344
1020312204;12102
1020312205;11207
1020312207;1377
1020312208;1597
1020312210;386
1020312212;4028
1020312213;1904
1020312214;6643
1020312215;5766
1020312216;1716
1020312218;1036
1020312219;7563
1020312220;1787
1020312221;2185
1020312222;11540
1020312223;2387
1020312225;765
1020312226;1206
1020312228;14747
1020312229;11088
1020312230;2532
1020312231;900
1020312232;7000
1020312233;1580
1020312234;4985
1020312235;12593
1020312236;5979
1020312237;15753
1020312239;59873
1020312240;1719
1020312241;11910
1020312242;3219
1020312243;3261
1020312244;3297
1020312245;2124
1020312246;1852
1020312247;1397
1020312248;8701
1020312249;765
1020312250;57
1020312251;4021
1020312252;7398
1020312253;6795
1020312255;10000
1020312569;3892
1020312599;15428
1020312600;4879
1020312602;900
1020312609;17847
1020312633;43628
1020312637;17522
1020312640;770
1020312647;2949
1020312665;47897
1020312666;1886
1020312667;900
1020312668;1172
1020312669;5523
1020312670;1511
1020312671;13803
1020312805;3317
1020312806;35598
1020313213;2291
1020313214;17643
1020313215;4410
1020313216;515
1020313217;765
1020313218;75000
1020313219;2139
1020313220;1217
1020313221;4269
1020313222;24433
1020313223;2087
1020313224;134
1020313227;7427
1020313228;1625
1020313229;6067
1020313231;7000
1020313233;23261
1020313235;6725
1020313236;1172
1020313237;3577
1020313238;2129
1020313239;22731
1020313240;3076
1020313241;6067
1020313242;137549
1020313244;1444
1020313245;15091
1020313246;5086
1020313247;9055
1020313248;900
1020313250;1884
1020313251;6747
1020313252;115613
1020313253;36520
1020313254;11308
1020313255;10002
1020313256;1077
1020313257;2737
1020313259;4315
1020313260;17082
1020313261;143
1020313262;9498
1020314123;4707
1020314127;23699
1020314128;1250
1020314130;765
1020314131;4901
1020314132;3892
1020314134;123
1020314135;2532
1020314136;8052
1020314138;4385
1020315133;34401
1020315134;42528
1020315135;4192
1020315136;32686
1020315137;38833
1020315138;814
1020315139;31816
1020315140;30940
1020315141;20929
1020315142;32198
1020315143;31009
1020315144;1580
1020315145;10674
1020315146;98500
1020315147;2643
1020315148;769
1020315149;60046
1020411283;17502
1020411285;9466
1020411286;11736
1020411289;1446
1020411290;3494
1020411342;1305
1020411343;1988
1020411347;87500
1020411357;1994
1020412257;1585
1020412258;1308
1020412259;4045
1020412260;1716
1020412261;1308
1020412262;455
1020412263;22
1020412264;23069
1020412265;3871
1020412266;26633
1020412267;22743
1020412268;3902
1020412270;7809
1020412271;8247
1020412272;188
1020412273;2789
1020412274;8595
1020412276;2
1020412278;6728
1020412279;4487
1020412280;2940
1020412281;3066
1020412282;5957
1020412284;1444
1020412568;785
1020412570;3903
1020412605;30355
1020412611;1878
1020412641;8522
1020412672;32257
1020412673;840
1020412674;10651
1020412675;1580
1020412676;20538
1020412677;2672
1020412678;5630
1020412783;2377
1020412785;765
1020412786;5669
1020412787;4312
1020412788;4558
1020412802;29383
1020412803;29101
1020413264;1852
1020413265;779
1020413266;4014
1020413268;10690
1020413269;54576
1020413270;82500
1020413271;3076
1020413272;2385
1020413273;10054
1020413274;8533
1020413275;16254
1020413276;16676
1020413277;15739
1020413278;1044
1020413279;4299
1020413280;7503
1020413281;2532
1020413282;7399
1020413283;5964
1020413284;2260
1020413285;12512
1020413286;10294
1020413287;2261
1020413288;15121
1020413289;4725
1020413290;6374
1020413291;29290
1020413292;3756
1020413588;3509
1020413589;33156
1020413590;30983
1020414139;2396
1020414143;1444
1020414144;3212
1020414145;1739
1020414146;17837
1020414147;8721
1020414148;1988
1020414149;6312
1020414150;121
1020414152;2231
1020414153;1440
1020414154;765
1020415151;2000
1020415152;5535
1020415153;8799
1020415154;44089
1020415155;43857
1020415156;427
1020415157;33675
1020415159;31000
1020511217;984
1020511358;14660
1020511359;20605
1020511361;3263
1020511362;1641
1020511363;4626
1020511364;2264
1020511365;8739
1020511366;765
1020511367;2260
1020511368;6675
1020511369;779
1020511370;2396
1020511371;4100
1020511374;1444
1020511375;86500
1020511376;1036
1020511377;2124
1020511379;5727
1020511380;3788
1020511381;39182
1020511382;4459
1020511384;2480
1020511385;87520
1020511386;1708
1020511388;9303
1020511600;2131
1020511601;8378
1020511602;1852
1020512285;1457
1020512287;1885
1020512288;7000
1020512289;868
1020512290;4306
1020512291;1854
1020512292;3919
1020512293;11260
1020512294;2172
1020512295;6067
1020512296;2396
1020512297;857
1020512298;848
1020512299;7312
1020512300;9468
1020512301;1308
1020512302;19441
1020512304;763
1020512305;9704
1020512306;11928
1020512309;2961
1020512310;3348
1020512392;1308
1020512644;7668
1020512681;32921
1020512682;2985
1020512683;5684
1020512684;7613
1020512685;8999
1020512686;2139
1020512687;18733
1020512688;7356
1020512689;5931
1020512690;7834
1020512759;6339
1020512760;3892
1020512761;12815
1020512763;5220
1020512772;1852
1020512773;4095
1020512774;1749
1020512775;3348
1020512776;6404
1020512777;3087
1020512778;15356
1020512784;3674
1020512789;765
1020513293;15942
1020513294;7224
1020513295;6386
1020513296;6764
1020513297;3550
1020513298;4528
1020513299;6502
1020513301;16577
1020513302;8
1020513303;2433
1020513304;33881
1020513305;3484
1020513307;3181
1020513308;1067
1020513309;10962
1020513310;3636
1020514155;6047
1020514156;15365
1020514157;2169
1020515162;4946
1020515163;3687
1020515164;500
1020515165;1385
1020515166;1249
1020515167;2775
1020515168;40443
1020515170;1986
1020515171;14169
1020515172;3
1020515174;2808
1020515176;92
1020515177;8552
1020515178;2000
1020610001;32140
1020610002;106549
1020610004;4
1020610005;2367
1020610006;515
1020610007;515
1020610008;36332
1020610009;5826
1020610011;20456
1020610012;6539
1020610013;1050
1020610014;765
1020610015;80304
1020610016;3085
1020610017;33712
1020610018;8692
1020610019;7134
1020610020;2639
1020610021;9209
1020610022;2278
1020610023;8516
1020610024;1750
1020610025;11054
1020610026;1477
1020610027;2969
1020610028;1765
1020610029;2260
1020610030;14089
1020610031;765
1020610032;4679
1020610033;3727
1020610034;13317
1020610035;6038
1020610036;2029
1020610037;8213
1020610038;10119
1020610039;63171
1020610040;8963
1020610041;2668
1020610042;2405
1020610043;45190
1020610044;48496
1020610045;8130
1020610046;17072
1020610047;3222
1020610048;1550
1020610049;18197
1020610050;792
1020610051;7161
1020610052;1985
1020610053;2959
1020610054;6177
1020610055;25300
1020610056;13855
1020610057;900
1020610058;2396
1020610059;2472
1020610060;1036
1020610061;77857
1020610062;13135
1020610063;49646
1020610064;27393
1020610065;3906
1020610066;13516
1020610068;6866
1020610069;46113
1020610071;17569
1020610072;12048
1020610073;29982
1020610074;10911
1020610075;5651
1020610076;30046
1020610077;66139
1020610078;11
1020610079;14196
1020610080;1716
1020610081;5420
1020610082;79
1020610083;2421
1020610084;34438
1020610085;515
1020610086;1317
1020610087;2231
1020610088;5222
1020610089;19390
1020610090;2995
1020610091;3223
1020610092;13045
1020610093;5766
1020610094;6883
1020610095;7155
1020610096;25425
1020610097;4028
1020610098;6409
1020610099;3268
1020610100;28198
1020610101;2911
1020610102;6868
1020610103;21552
1020610104;6047
1020610106;151039
1020610107;3183
1020610108;9968
1020610109;14740
1020610110;4679
1020610111;2095
1020610112;53197
1020610113;28274
1020610114;29423
1020610115;18267
1020610116;1280
1020610117;9034
1020610119;30589
1020610120;1036
1020610121;15705
1020610122;2666
1020610123;765
1020610124;3870
1020610125;793
1020610126;3328
1020610127;22737
1020610129;7396
1020610130;29965
1020610131;2439
1020610132;372729
1020610133;5456
1020610134;11461
1020610135;403
1020610136;4023
1020610137;1280
1020610138;2940
1020610139;5862
1020610140;1889
1020610142;7134
1020610143;4960
1020610144;12440
1020610145;8550
1020610146;4269
1020610147;178119
1020610148;3612
1020610149;37844
1020610150;8549
1020610151;900
1020610152;6698
1020610153;3342
1020610154;2799
1020610155;8764
1020610156;8242
1020610157;312220
1020610158;59637
1020610159;8078
1020610160;9303
1020610161;2503
1020610162;1280
1020610163;2124
1020610164;39099
1020610165;9355
1020610166;25782
1020610167;3946
1020610168;237487
1020610169;8597
1020610170;4686
1020610171;1328
1020610172;2338
1020610173;2601
1020610174;1415
1020610176;1280
1020610177;11482
1020610178;15671
1020610179;1107
1020610180;765
1020610181;11594
1020610182;868
1020610183;16494
1020610185;5836
1020610186;2961
1020610187;2671
1020610188;2775
1020610189;5455
1020610190;5610
1020610191;10126
1020610192;7815
1020610193;6577
1020610194;2657
1020610195;980
1020610197;824
1020610198;5922
1020610199;64712
1020610200;25558
1020610201;2816
1020610202;16
1020610203;18826
1020610204;4135
1020610205;5363
1020610207;3240
1020610208;3651
1020610210;5262
1020610211;1687
1020610212;10131
1020610213;5394
1020610214;1551
1020610215;1695
1020610216;3416
1020610217;4943
1020610218;1988
1020610219;2532
1020610220;13171
1020610221;1280
1020610222;11197
1020610224;3644
1020610226;1454
1020610227;97
1020610228;14089
1020610229;1963
1020610230;1036
1020610231;1550
1020610232;2700
1020610233;4453
1020610234;1716
1020610235;13001
1020610236;11777
1020610237;1852
1020610238;2272
1020610239;8017
1020610240;3485
1020610241;22886
1020610242;9795
1020610243;989
1020610244;15957
1020610245;1444
1020610246;2957
1020610247;19428
1020610248;33463
1020610249;14205
1020610251;1444
1020610252;3047
1020610253;28438
1020610254;328228
1020610255;8950
1020610257;3478
1020610258;6125
1020610259;6
1020610260;4950
1020610261;8650
1020610262;7936
1020610263;1030
1020610264;93585
1020610265;3756
1020610266;3871
1020610267;3605
1020610268;1280
1020610269;36697
1020610270;7913
1020610271;1050
1020610272;6229
1020610273;48936
1020610274;2406
1020610275;2581
1020610276;76230
1020610277;3184
1020610278;5942
1020610279;13545
1020610280;2396
1020610281;8212
1020610282;2750
1020610283;12554
1020610284;6788
1020610285;1716
1020610286;3699
1020610287;765
1020610288;2127
1020610289;13337
1020610290;10732
1020610291;765
1020610292;82536
1020610293;3261
1020610294;4349
1020610295;2641
1020610296;8242
1020610297;2310
1020610298;4877
1020610299;5115
1020610300;22500
1020610301;35831
1020610302;14431
1020610303;24757
1020610304;6883
1020610305;2396
1020610306;1444
1020610307;11505
1020610308;2260
1020610309;4814
1020610310;26108
1020610311;5523
1020610312;77877
1020610313;13983
1020610314;3389
1020610315;2260
1020610316;53682
1020610317;5796
1020610318;40226
1020610319;2079
1020610320;5792
1020610321;3892
1020610322;2800
1020610323;6747
1020610324;920
1020610325;74520
1020610326;5133
1020610327;1716
1020610328;1444
1020610330;1280
1020610331;6997
1020610332;7970
1020610333;1716
1020610334;10672
1020610335;1856
1020610336;4571
1020610337;10149
1020610338;214036
1020610339;3995
1020610340;3756
1020610342;8711
1020610343;13740
1020610344;117667
1020610345;5115
1020610346;1172
1020610347;5931
1020610348;41400
1020610349;5721
1020610350;6048
1020610351;765
1020610353;8462
1020610354;44111
1020610355;12102
1020610356;2300
1020610357;18885
1020610358;2940
1020610359;9602
1020610360;13522
1020610361;1852
1020610362;3494
1020610363;14509
1020610364;8922
1020610365;74083
1020610366;3348
1020610367;95282
1020610368;11097
1020610369;21616
1020610370;2940
1020610371;4843
1020610372;3380
1020610373;905
1020610374;1766
1020610375;4416
1020610376;2231
1020610377;7678
1020610378;10894
1020610379;22404
1020610380;21880
1020610381;21848
1020610382;1308
1020610383;18531
1020610384;765
1020610385;4407
1020610386;1444
1020610387;9466
1020610388;13207
1020610389;10412
1020610390;23329
1020610391;2828
1020610392;5826
1020610393;8625
1020610394;4853
1020610395;3809
1020610396;2249
1020610397;3162
1020610398;3501
1020610399;42934
1020610400;5931
1020610401;1444
1020610402;9880
1020610403;1308
1020610404;9223
1020610405;16421
1020610406;1030
1020610407;15869
1020610408;2124
1020610409;2435
1020610410;8681
1020610411;2474
1020610413;1280
1020610414;1580
1020610415;33
1020610417;1550
1020610418;4308
1020610419;3076
1020610420;16734
1020610421;4164
1020610422;11173
1020610423;3503
1020610424;2532
1020610425;766
1020610426;18281
1020610427;5795
1020610428;6999
1020610429;1795
1020610430;1172
1020610431;5232
1020610432;3348
1020610433;70
1020610434;3484
1020610435;5514
1020610436;3212
1020610437;6629
1020610438;1118
1020610439;14393
1020610441;16981
1020610442;8786
1020610443;28190
1020610444;11769
1020610445;7036
1020610446;6404
1020610447;9558
1020610448;2505
1020610449;193
1020610450;12154
1020610451;6352
1020610452;25588
1020610453;7717
1020610454;2292
1020610455;6713
1020610456;2396
1020610457;4391
1020610458;4279
1020610459;7590
1020610460;765
1020610461;12328
1020610462;618
1020610463;12147
1020610464;9853
1020610465;1308
1020610466;12806
1020610467;2712
1020610468;7278
1020610469;5659
1020610470;14924
1020610471;9215
1020610472;1591
1020610473;6901
1020610474;22099
1020610475;6662
1020610477;33257
1020610478;13562
1020610479;41654
1020610480;4854
1020610481;4067
1020610482;4453
1020610483;15566
1020610484;18196
1020610485;1550
1020610486;6162
1020610487;2434
1020610488;8234
1020610489;868
1020610490;1172
1020610491;3183
1020610492;3083
1020610495;25897
1020610496;8889
1020610497;3756
1020610498;11
1020610499;16816
1020610500;866
1020610501;765
1020610502;7563
1020610503;6881
1020610504;3770
1020610505;7421
1020610506;9602
1020610507;16038
1020610508;54426
1020610509;22192
1020610510;8786
1020610511;23355
1020610512;7698
1020610513;1656
1020610514;12041
1020610515;7193
1020610516;27649
1020610517;77868
1020610518;21146
1020610519;8922
1020610520;4028
1020610521;5354
1020610522;778
1020610523;1592
1020610524;20581
1020610525;6640
1020610526;10485
1020610527;13157
1020610528;16298
1020610529;14615
1020610530;1486
1020610531;15032
1020610532;1618
1020610533;12905
1020610534;1452
1020610535;7610
1020610536;5795
1020610537;6893
1020610538;765
1020610539;1580
1020610540;34483
1020610541;1446
1020610542;37232
1020610543;16312
1020610544;1605
1020610545;11360
1020610546;42289
1020610547;7444
1020610548;5125
1020610549;900
102061055*;13422085
1020610550;1988
1020610551;13001
1020610552;2911
1020610553;1988
1020610554;10138
1020610555;26802
1020610556;2870
1020610557;13546
1020610558;25834
1020610559;792
1020610560;21282
1020610561;765
1020610562;20887
1020610563;765
1020610565;10500
1020610566;7170
1020610567;2982
1020610568;3076
1020610569;7427
1020610570;8396
1020610571;6339
1020610572;2345
1020610573;290698
1020610574;7852
1020610576;6952
1020610577;6883
1020610579;3640
1020610580;212688
1020610581;1716
1020610582;25871
1020610583;2639
1020610584;80219
1020610585;38061
1020610586;25225
1020610587;21682
1020610588;27667
1020610589;109822
1020610590;6243
1020610591;23054
1020610592;27584
1020610593;45647
1020610594;14225
1020610595;2940
1020610596;765
1020610597;3568
1020610598;765
1020610599;6067
1020610600;19620
1020610601;1301
1020610602;7974
1020610603;1608
1020610604;765
1020610605;41503
1020610606;765
1020610607;11931
1020610608;2532
1020610610;187
1020610611;31646
1020610613;1765
1020610614;1765
1020610615;71565
1020610616;2942
1020610617;10282
1020610618;17777
1020610619;4979
1020610620;3620
1020610621;2260
1020610622;20947
1020610623;765
1020610624;2124
1020610625;24448
1020610626;2703
1020610627;5933
1020610628;10013
1020610629;5251
1020610630;1580
1020610631;1914
1020610632;929
1020610633;10
1020610634;13254
1020610635;515
1020610636;765
1020610637;3212
1020610638;4028
1020610639;5440
1020610640;7759
1020610641;3098
1020610642;8786
1020610643;64258
1020610644;5102
1020610645;6824
1020610646;20089
1020610648;5744
1020610649;5251
1020610650;4028
1020610651;11576
1020610652;23300
1020610653;7937
1020610654;12398
1020610655;8499
1020610656;765
1020610657;140292
1020610658;4299
1020610659;6221
1020610660;7019
1020610661;16449
1020610662;3492
1020610663;10515
1020610664;6203
1020610665;2398
1020610666;4818
1020610667;51791
1020610668;3625
1020610669;16421
1020610670;5989
1020610671;4308
1020610672;2532
1020610673;11251
1020610674;5115
1020610675;13545
1020610676;319633
1020610677;3229
1020610678;15352
1020610679;2668
1020610680;2260
1020610681;3255
1020610682;3076
1020610683;15967
1020610684;4164
1020610685;765
1020610686;4571
1020610687;765
1020610688;1057
1020610689;12561
1020610690;9169
1020610691;7858
1020610692;2124
1020610693;127779
1020610694;2804
1020610695;5614
1020610696;6085
1020610697;3348
1020610698;3076
1020610699;138520
1020610700;81609
1020610701;5949
1020610702;17080
1020610703;10849
1020610704;4589
1020610705;2994
1020610706;22250
1020610707;12464
1020610708;28420
1020610709;2386
1020610710;8245
1020610711;8650
1020610712;2260
1020610713;17084
1020610714;6416
1020610715;4164
1020610716;11188
1020610717;2071
1020610718;801
1020610719;20244
1020610720;3100
1020610721;1862
1020610722;14204
1020610723;900
1020610724;1852
1020610725;3441
1020610726;11880
1020610727;3085
1020610728;18511
1020610729;3990
1020610730;6446
1020610731;911
1020610732;16799
1020610733;4497
1020610735;80730
1020610736;769
1020610737;11610
1020610738;765
1020610739;3373
1020610740;12593
1020610741;8935
1020610742;6868
1020610743;6883
1020610744;13922
1020610745;3484
1020610746;21366
1020610747;5253
1020610748;5538
1020610750;3581
1020610751;1444
1020610752;8258
1020610753;5795
1020610754;3589
1020610755;4571
1020610756;5067
1020610757;61
1020610758;5387
1020610759;19935
1020610760;7260
1020610761;8908
1020610762;1716
1020610763;14580
1020610764;3212
1020610765;3109
1020610766;2261
1020610767;1852
1020610768;10697
1020610769;30961
1020610770;11780
1020610771;6747
1020610772;10217
1020610773;3076
1020610774;6266
1020610775;4164
1020610776;3647
1020610777;3400
1020610778;4573
1020610779;4707
1020610780;2964
1020610781;13817
1020610782;11
1020610783;2396
1020610784;7155
1020610785;2437
1020610786;6611
1020610787;4299
1020610788;2266
1020610789;765
1020610790;1644
1020610791;3436
1020610792;3484
1020610793;21883
1020610794;1300
1020610795;1988
1020610796;9840
1020610797;1379
1020610798;13218
1020610799;7323
1020610800;2458
1020610801;7548
1020610802;1550
1020610803;3052
1020610804;6578
1020610805;87738
1020610806;134214
1020610807;2260
1020610808;6362
1020610809;765
1020610810;8533
1020610811;3234
1020610812;1580
1020610813;77
1020610814;3076
1020610815;2124
1020610816;5552
1020610817;30498
1020610818;2072
1020610819;3280
1020610820;4997
1020610821;765
1020610822;2124
1020610823;7151
1020610824;1387
1020610825;8639
1020610826;12008
1020610827;6010
