Police;Montant
1000310556;5333
1000310557;6883
1000310558;39807
1000310559;49565
1000310560;76
1000310561;24953
1000310562;8032
1000310563;2
1000310564;1350
1000310565;3076
1000310566;24053
1000310567;15109
1000310568;2441
1000310569;5645
1000310570;4337
1000310571;70727
1000310572;3136
1000310573;40
1000310574;7013
1000310575;2321
1000310576;2124
1000310577;9806
1000310578;1687
1000310579;5031
1000310580;4271
1000310581;4704
1000310582;3498
1000310583;117
1000310585;5619
1000310586;4540
1000310587;5641
1000310588;2933
1000310589;76210
1000310590;10811
1000310593;11293
1000310594;1280
1000310595;2775
1000310596;4407
1000310597;7833
1000310598;17441
1000310599;16958
1000310600;6
1000310601;25410
1000310602;3846
1000310603;482
1000310604;5914
1000310605;15218
1000310606;7963
1000310607;19531
1000310608;18188
1000310609;885
1000310611;6336
1000310612;3892
1000310613;164656
1000310614;188989
1000310615;9194
1000310616;25788
1000310617;14496
1000310618;9408
1000310619;6182
1000310620;15770
1000310621;3650
1000310622;73097
1000310623;3559
1000310625;2913
1000310626;358843
1000310627;501432
1000310628;5592
1000310629;9583
1000310630;5353
1000310631;183534
1000310632;9466
1000310633;28659
1000310634;12331
1000310635;2956
1000310636;5630
1000310637;11292
1000310638;5815
1000310639;315
1000310640;765
1000310641;54342
1000310642;37991
1000310643;2050
1000310644;10989
1000310645;80150
1000310646;10941
1000310647;25764
1000310648;4271
1000310649;3212
1000310652;17206
1000310653;7935
1000310654;28258
1000310655;6141
1000310656;3338
1000310657;11176
1000310660;5091
1000310661;19072
1000310662;205
1000310663;7651
1000310664;3503
1000310665;4389
1000310666;2852
1000310667;418020
1000310669;7976
1000310670;13165
1000310671;1909
1000310672;900
1000310673;554
1000310674;67
1000310675;21769
1000310677;15012
1000310678;19
1000310679;2532
1000310680;27838
1000310681;123
1000310683;64
1000310684;2396
1000310685;18303
1000310686;7000
1000310687;14042
1000310688;4850
1000310689;5471
1000310690;3620
1000310691;12928
1000310692;10253
1000310693;5243
1000310694;16281
1000310695;1879
1000310696;51116
1000310697;3348
1000310698;7656
1000310699;11777
1000310700;4456
1000310701;15463
1000310702;3756
1000310703;8941
1000310704;26987
1000310705;1
1000310706;3863
1000310707;146
1000310708;1149
1000310709;1734
1000310710;7535
1000310711;59789
1000310712;8106
1000310713;21055
1000310714;175
1000310715;13839
1000310717;900
1000310718;49
1000310719;15617
1000310720;11
1000310721;1988
1000310722;1722
1000310723;5955
1000310725;136
1000310726;13001
1000310727;16802
1000310728;10080
1000310729;20887
1000310731;16786
1000310732;2432
1000310733;4971
1000310734;14542
1000310735;13470
1000310736;48275
1000310737;1716
1000310738;5523
1000310739;7698
1000310740;15555
1000310741;3671
1000310742;197
1000310743;5121
1000310744;31000
1000310746;12602
1000310747;7970
1000310748;3618
1000310751;19605
1000310752;8495
1000310753;17249
1000310754;9839
1000310755;25101
1000310756;4137
1000310758;17052
1000310760;27419
1000310761;41791
1000310762;83457
1000310763;12595
1000310764;4963
1000310765;3144
1000310766;221409
1000310768;33672
1000310769;1355
1000310770;7698
1000310771;1374
1000310772;10297
1000310773;30
1000310774;448
1000310776;7473
1000310777;13880
1000310778;6461
1000310779;6
1000310781;17488
1000310782;3359
1000310783;1546
1000310784;11369
1000310785;5577
1000310786;63644
1000310787;4661
1000310789;1686
1000310790;26
1000310791;17226
1000310792;7134
1000310793;17736
1000310794;2910
1000310795;9182
1000310796;14136
1000310797;4153
1000310798;15555
1000310801;64368
1000310802;1716
1000310803;15051
1000310805;3484
1000310806;17
1000310807;2358
1000310808;18777
1000310809;2854
1000310810;1000
1000310811;3637
1000310812;169
1000310813;936
1000310814;10683
1000310815;13297
1000310816;17016
1000310817;4299
1000310818;75967
1000310819;15255
1000310820;230
1000310821;13788
1000310822;9193
1000310823;2532
1000310824;135467
1000310825;40
1000310826;2668
1000310827;3866
1000310828;17440
1000310829;8724
1000310830;31017
1000310831;16779
1000310832;25353
1000310833;10181
1000310834;7748
1000310835;178
1000310836;178
1000310837;12962
1000310838;13001
1000310839;15907
1000310840;9218
1000310842;279
1000310844;3670
1000310845;6456
1000310846;7970
1000310847;1806
1000310848;2532
1000310849;9760
1000310851;12585
1000310852;19
1000310853;19
1000310854;28766
1000310855;10528
1000310856;8261
1000310857;8370
1000310858;42088
1000310859;107
1000310860;133
1000310861;13352
1000310862;111
1000310863;1036
1000310864;8302
1000310865;801
1000310866;112643
1000310868;6203
1000310869;1036
1000310870;19111
1000310872;14089
1000310873;13044
1000310874;7511
1000310875;765
1000310876;6820
1000310877;1072
1000310878;1633
1000310879;1022
1000310880;12
1000310881;32615
1000310882;12123
1000310883;62
1000310884;7208
1000310885;19
1000310887;11302
1000310888;11641
1000310889;10388
1000310890;6747
1000310891;7698
1000310892;3644
1000310893;58910
1000310894;1476
1000310895;5115
1000310896;84313
1000310897;27360
1000310898;5523
1000310899;12217
1000310900;1922
1000310901;3846
1000310902;3842
1000310903;13170
1000310904;520
1000310905;1456
1000310906;30288
1000310907;15720
1000310908;15312
1000310910;4576
1000310911;89422
1000310912;20564
1000310913;14659
1000310914;13516
1000310915;8927
1000310916;7970
1000310917;2367
1000310918;2394
1000310919;36
1000310920;5825
1000310921;6872
1000310923;5580
1000310924;5488
1000310926;8096
1000310927;59467
1000310928;341
1000310931;2789
1000310935;15901
1000310936;37260
1000310937;20
1000310938;23
1000310939;3797
1000310940;5300
1000310941;4367
1000310942;1243
1000310944;10405
1000310945;10112
1000310946;22655
1000310947;80931
1000310948;26782
1000310949;4707
1000310950;31249
1000310951;2616
1000310952;8311
1000310953;87239
1000310954;21703
1000310955;5403
1000310956;11505
1000310957;213053
1000310958;11615
1000310959;144442
1000310960;7537
1000310961;765
1000310962;8514
1000310963;39859
1000310964;7553
1000310966;26034
1000310967;23
1000310968;15885
1000310972;2563
1000310973;97280
1000310974;35978
1000310975;14188
1000310976;12537
1000310977;6718
1000310978;48881
1000310981;7710
1000310982;29036
1000310983;16139
1000310984;21036
1000310985;37588
1000310986;24566
1000310987;3315
1000310988;60803
1000310989;7716
1000310990;9437
1000310991;67309
1000310992;200432
1000310993;21102
1000310994;7891
1000310995;4955
1000310997;15
1000310998;56586
1000310999;4087
1000311245;96500
1000311246;44764
1000311249;1636
1000311250;6483
1000311251;15195
1000311252;3604
1000311254;2164
1000311255;1819
1000311256;3790
1000311257;3137
1000311258;60
1000311264;47185
1000311267;1862
1000311298;938
1000311300;9639
1000311303;44387
1000311304;9181
1000311305;64254
1000311306;4748
1000311312;2724
1000311674;8690
1000312210;230
1000312211;5702
1000312212;23889
1000312213;1722
1000312214;12902
1000312215;5230
1000312216;3780
1000312217;6739
1000312218;2560
1000312219;44029
1000312220;5076
1000312221;5963
1000312222;7000
1000312224;7274
1000312225;3408
1000312226;10059
1000312227;2770
1000312228;29044
1000312229;4844
1000312230;7500
1000312231;7187
1000312234;101
1000312235;28101
1000312237;4381
1000312238;263554
1000312239;4853
1000312240;6552
1000312241;3144
1000312242;17266
1000312243;8484
1000312244;10690
1000312247;1036
1000312251;6611
1000312252;28636
1000312253;14252
1000312254;1723
1000312257;1862
1000312258;13483
1000312259;2
1000312261;14413
1000312262;6713
1000312263;11822
1000312264;15198
1000312265;34318
1000312266;2550
1000312299;106500
1000312723;15461
1000312776;5323
1000312836;35023
1000312839;8242
1000312840;4164
1000312841;2532
1000312842;3212
1000312925;6115
1000313270;3348
1000313271;10743
1000313273;3587
1000313278;43036
1000313279;25
1000313280;10407
1000313281;337291
1000313282;1580
1000313283;278
1000313284;168
1000313285;4538
1000313287;5914
1000313288;2396
1000313289;5288
1000313290;8565
1000313291;104500
1000313292;3773
1000313293;15690
1000313294;2030
1000313295;10234
1000313296;3935
1000313297;30
1000313298;7000
1000313299;39311
1000313300;9231
1000313301;2507
1000313302;2909
1000313303;116
1000313304;6664
1000313305;1172
1000313306;12506
1000313308;7000
1000313309;9351
1000313310;2124
1000313311;47101
1000313312;9511
1000313315;1172
1000313316;1603
1000313317;238
1000313318;1580
1000313319;73853
1000313320;106
1000313321;1875
1000313322;11178
1000313323;4143
1000313324;1415
1000313325;2173
1000313326;1738
1000313329;5383
1000313330;15460
1000313331;12413
1000313332;21197
1000313334;4401
1000313335;59887
1000314191;1280
1000314193;21509
1000314194;10401
1000314195;6208
1000314196;12835
1000314197;4214
1000314199;21419
1000314200;19131
1000314202;2813
1000314205;12596
1000314206;2603
1000314207;2260
1000314208;765
1000314209;5619
1000314210;19340
1000314212;50909
1000314215;2532
1000314216;6503
1000314218;5062
1000314219;765
1000314635;4571
1000314636;16808
1000315181;2775
1000315183;1477
1000315184;3863
1000315185;280038
1000315186;4697
1000315187;1740
1000315188;5131
1000315189;3620
1000315190;1280
1000315191;1801
1000315192;7245
1000315194;1308
1000315195;2298
1000315197;9
1000315200;7563
1000315202;500
1000315203;442
1000315207;5280
1000315208;72
1000315209;16307
1000315210;250
1000315211;9707
1000315212;123
1000315214;30830
1000315216;5659
1000315217;10543
1000315218;1172
1000315219;750
1000315220;5564
1000315221;1000
1000315222;1000
1000315223;4699
1000315225;2535
1000315226;174
1000315227;2243
1000410002;77166
1000410003;15963
1000410004;1559
1000410005;16400
1000410006;765
1000410007;3601
1000410008;15720
1000410009;1114
1000410010;22681
1000410011;3281
1000410012;132
1000410013;83914
1000410014;11016
1000410015;128673
1000410017;4796
1000410018;19848
1000410019;25756
1000410020;10943
1000410021;10055
1000410022;9316
1000410023;45687
1000410024;18954
1000410025;31552
1000410026;765
1000410027;10003
1000410028;7073
1000410029;71
1000410031;5476
1000410032;1000
1000410033;103136
1000410034;515
1000410035;29838
1000410036;26869
1000410037;39306
1000410038;127
1000410039;7023
1000410040;799
1000410041;13209
1000410042;14319
1000410043;18307
1000410045;7083
1000410046;3891
1000410047;1286
1000410048;594
1000410049;3712
1000410050;11775
1000410051;19945
1000410052;18916
1000410053;7729
1000410054;20343
1000410055;91466
1000410056;5386
1000410057;3570
1000410058;65782
1000410059;46090
1000410060;13207
1000410061;39238
1000410062;10543
1000410063;15040
1000410064;6775
1000410065;10297
1000410066;9930
1000410068;12382
1000410069;27957
1000410070;13137
1000410071;129474
1000410072;18575
1000410073;307
1000410074;21855
1000410075;7019
1000410076;132610
1000410077;3183
1000410078;12630
1000410079;160740
1000410080;2327
1000410081;8616
1000410082;5465
1000410083;4155
1000410084;2740
1000410085;535
1000410086;3920
1000410087;6882
1000410088;13137
1000410089;12185
1000410090;4707
1000410091;3107
1000410094;15765
1000410095;23039
1000410096;13822
1000410097;29
1000410098;128753
1000410099;12750
1000410100;202
1000410101;14361
1000410102;5777
1000410103;15992
1000410104;2124
1000410105;6144
1000410106;4451
1000410107;19663
1000410108;5231
1000410109;868
1000410110;14740
1000410111;15968
1000410112;1550
1000410113;39088
1000410114;15942
1000410115;15987
1000410116;12368
1000410117;4679
1000410118;368115
1000410119;4234
1000410120;6301
1000410121;117783
1000410123;51889
1000410124;7432
1000410125;3591
1000410126;523049
1000410127;98464
1000410128;236
1000410129;124
1000410130;18187
1000410131;40412
1000410132;21756
1000410133;648
1000410134;7942
1000410135;50216
1000410136;427400
1000410137;48969
1000410138;6
1000410139;16776
1000410140;16838
1000410141;9194
1000410143;198
1000410144;14533
1000410145;53092
1000410146;6803
1000410147;32921
1000410148;12413
1000410149;4984
1000410150;156
1000410151;4891
1000410152;24529
1000410153;18439
1000410155;11512
1000410156;22160
1000410157;2804
1000410158;2
1000410159;10774
1000410160;4919
1000410161;8078
1000410163;19376
1000410164;328352
1000410165;111781
1000410166;8860
1000410167;68824
1000410168;26
1000410169;5795
1000410170;12847
1000410171;255058
1000410173;3492
1000410175;17760
1000410176;5747
1000410177;1050
1000410178;26942
1000410180;711
1000410181;24293
1000410182;5
1000410183;2639
1000410184;14345
1000410185;10460
1000410186;118342
1000410187;26406
1000410188;2351
1000410189;41306
1000410190;60
1000410191;24
1000410192;9565
1000410193;210743
1000410194;8247
1000410195;7597
1000410196;7587
1000410197;2993
1000410198;7684
1000410199;4311
1000410200;157
1000410201;13797
1000410202;9417
1000410203;1280
1000410204;15691
1000410205;3617
1000410206;18003
1000410207;11069
1000410208;5076
1000410209;4571
1000410210;54569
1000410211;12594
1000410212;3413
1000410213;6505
1000410214;1716
1000410215;1620
1000410216;120921
1000410217;111462
1000410218;242275
1000410219;9759
1000410220;4271
1000410221;10985
1000410222;2967
1000410223;23441
1000410224;3285
1000410225;24721
1000410226;6096
1000410227;10525
1000410228;2796
1000410229;6387
1000410230;10282
1000410231;11523
1000410232;33977
1000410233;344
1000410234;1726293
1000410235;29
1000410236;3103
1000410238;1310
1000410239;4331
1000410240;7878
1000410241;16550
1000410243;48903
1000410244;37989
1000410245;2473
1000410246;5241
1000410247;4021
1000410248;44988
1000410249;1815
1000410250;31744
1000410251;1280
1000410252;193
1000410253;10010
1000410254;15115
1000410256;3407
1000410257;3319
1000410261;9224
1000410262;1172
1000410263;25591
1000410264;6825
1000410265;3
1000410266;92612
1000410267;9926
1000410268;10554
1000410269;6439377
1000410270;406746
1000410271;3484
1000410272;15992
1000410273;203
1000410274;4607
1000410275;94266
1000410276;1444
1000410277;12121
1000410278;64404
1000410279;6384
1000410280;11155
1000410281;8922
1000410282;855453
1000410283;7913
1000410284;18212
1000410285;16063
1000410286;29035
1000410287;3756
1000410288;12317
1000410289;1741
1000410291;347863
1000410293;954
1000410294;9273
1000410295;17595
1000410296;2351
1000410297;16222
1000410298;2804
1000410299;10326
1000410300;1752
1000410301;1015
1000410302;10551
1000410303;5400
1000410304;17290
1000410305;3685
1000410307;10144
1000410308;45697
1000410309;5320
1000410310;118090
1000410311;99172
1000410312;46973
1000410313;28238
1000410314;5913
1000410315;4137
1000410318;9440
1000410319;6775
1000410320;6738
1000410321;3349
1000410322;102538
1000410323;3567
1000410324;18850
1000410327;12090
1000410328;4758
1000410329;4586
1000410330;4713
1000410331;4016
1000410332;2907
1000410333;2635
1000410334;2577
1000410335;245
1000410336;6267
1000410338;16296
1000410339;28845
1000410340;3071
1000410341;6757
1000410342;1280
1000410344;2668
1000410345;2748
1000410346;5396
1000410347;1084
1000410348;5836
1000410349;11023
1000410351;24733
1000410352;17927
1000410353;5218
1000410355;12356
1000410356;3372
1000410357;1547
1000410359;717
1000410360;6540
1000410361;3327
1000410362;9073
1000410363;13563
1000410364;3179
1000410365;4
1000410366;3859
1000410367;6249
1000410368;4278
1000410369;3217
1000410370;8724
1000410371;265
1000410372;1732
1000410373;827
1000410374;4087
1000410375;464
1000410376;2545
1000410378;14162
1000410379;947
1000410380;15091
1000410381;1486
1000410382;16661
1000410383;5478
1000410384;106246
1000410385;15712
1000410386;1452
1000410387;106
1000410388;2940
1000410389;765
1000410390;37780
1000410391;8082
1000410392;1826
1000410393;1141
1000410394;15434
1000410395;1731
1000410396;14411
1000410397;2201
1000410398;14135
1000410399;3755
1000410400;14286
1000410401;904
1000410402;11
1000410403;28420
1000410404;3122
1000410405;6047
1000410406;9548
1000410407;5316
1000410408;9479
1000410409;18923
1000410410;2439
1000410411;36
1000410412;8089
1000410413;13530
1000410414;34
1000410415;8312
1000410416;4843
1000410417;42
1000410418;618
1000410419;7902
1000410420;16212
1000410421;19544
1000410423;6533
1000410424;14519
1000410425;14896
1000410426;3591
1000410427;18117
1000410428;5354
1000410430;10741
1000410432;11439
1000410433;9024
1000410434;662
1000410435;3726
1000410436;8148
1000410437;40332
1000410438;6456
1000410439;9157
1000410440;13540
1000410441;6788
1000410442;3587
1000410443;13577
1000410444;6349
1000410445;165
1000410446;9757
1000410447;3729
1000410448;4303
1000410449;6059
1000410450;1580
1000410451;6934
1000410452;20140
1000410453;3841
1000410454;7468
1000410456;6034
1000410457;1497
1000410458;10459
1000410459;340
1000410460;1486
1000410461;13922
1000410462;2312
1000410463;874
1000410464;66
1000410465;10867
1000410466;12471
1000410467;2907
1000410469;7468
1000410470;10261
1000410471;34651
1000410472;18784
1000410473;5428
1000410474;7604
1000410475;3104
1000410476;76622
1000410477;6911
1000410478;9025
1000410479;8073
1000410480;8213
1000410481;9270
1000410483;4561
1000410484;9841
1000410485;1173
1000410486;3995
1000410487;2790
1000410488;29
1000410489;13772
1000410490;14737
1000410491;18
1000410492;265
1000410493;2885
1000410494;7046
1000410495;107
1000410496;12747
1000410497;3723
1000410498;14862
1000410499;6519
1000410501;6001
1000410502;7736
1000410503;8092
1000410504;4538
1000410505;2373
1000410506;14279
1000410507;2343
1000410508;27937
1000410509;10647
1000410510;9348
1000410512;5644
1000410514;4666
1000410515;3933
1000410516;6938
1000410517;4148
1000410518;38
1000410519;6422
1000410520;3525
1000410521;570
1000410522;9629
1000410523;21036
1000410524;5462
1000410525;3933
1000410526;1653
1000410527;6867
1000410528;14406
1000410529;570
1000410530;353
1000410531;1144
1000410532;1842
1000410533;5644
1000410534;15698
1000410535;19
1000410536;20
1000410537;12537
1000410538;1338
1000410539;5236
1000410540;2219
1000410541;4304
1000410542;12921
1000410543;14209
1000410544;799
1000410545;18786
1000410546;7577
1000410547;18
1000410548;2249
1000410549;17708
1000410550;38734
1000410551;12
1000410552;9709
1000410553;5659
1000410554;9271
1000410555;6544
1000410556;15778
1000410557;2532
1000410558;18035
1000410559;18284
1000410560;9
1000410561;14370
1000410562;8956
1000410563;153985
1000410564;9602
1000410565;4041
1000410566;10030
1000410567;21560
1000410568;9
1000410569;62042
1000410570;158
1000410571;19808
1000410572;26236
1000410573;11177
1000410574;31529
1000410575;14396
1000410576;19005
1000410577;242
1000410578;23334
1000410580;25208
1000410582;4843
1000410583;2000
1000410584;765
1000410585;5148
1000410587;3211
1000410588;33840
1000410589;3076
1000410590;7398
1000410591;9153
1000410592;2662
1000410595;1671
1000410596;1807
1000410597;38956
1000410598;582346
1000410599;19818
1000410600;3863
1000410601;2503
1000410602;10856
1000410603;1744
1000410604;2340
1000410605;26
1000410607;2105
1000410609;10421
1000410611;6339
1000410612;65246
1000410613;8384
1000410614;26440
1000410615;16400
1000410616;8546
1000410617;194092
1000410618;7478
1000410619;10850
1000410620;8380
1000410621;1051
1000410622;2332
1000410623;12540
1000410624;2124
1000410625;98255
1000410626;1546
1000410627;20101
1000410628;3501
1000410630;8608
1000410631;3756
1000410633;52
1000410634;8488
1000410635;28382
1000410636;3620
1000410637;9210
1000410638;3532
1000410639;5127
1000410640;8705
1000410641;8304
1000410642;244532
1000410643;904
1000410644;10453
1000410645;30784
1000410646;17
1000410647;711374
1000410648;11448
1000410649;4946
1000410650;11233
1000410651;3684
1000410652;1089
1000410653;61168
1000410654;4853
1000410655;5008
1000410657;22628
1000410658;239150
1000410659;25101
1000410661;8211
1000410663;3125
1000410664;9904
1000410665;20717
1000410666;11642
1000410667;2182
1000410668;3484
1000410669;765
1000410670;238
1000410671;4571
1000410672;3620
1000410673;7230
1000410674;60005
1000410675;2792
1000410676;287530
1000410677;35298
1000410678;8684
1000410679;1572
1000410680;3271
1000410681;10234
1000410682;12102
1000410683;69798
1000410684;7970
1000410685;19675
1000410686;10293
1000410687;3405
1000410688;335597
1000410689;5963
1000410690;25963
1000410691;19000
1000410692;38919
1000410693;78477
1000410694;7147
1000410695;24807
1000410696;4416
1000410697;18396
1000410698;6411
1000410699;8349
1000410700;5401
1000410701;26117
1000410702;15234
1000410703;104521
1000410704;231
1000410705;11920
1000410706;1740
1000410707;129044
1000410708;3977
1000410709;9111
1000410710;1551
1000410711;4745
1000410712;2562
1000410713;3472
1000410714;11776
1000410715;32163
1000410716;101227
1000410717;13607
1000410718;1093
1000410719;6030
1000410720;8255
1000410721;3348
1000410722;37474
1000410723;7398
1000410724;7709
1000410725;21725
1000410726;1794
1000410727;1513
1000410728;1738
1000410729;16779
1000410730;25246
1000410731;8349
1000410732;62140
1000410733;4519
1000410734;68116
1000410735;10143
1000410736;5561
1000410737;3892
1000410738;16348
1000410739;166105
1000410740;1731
1000410741;100284
1000410742;33196
1000410743;12759
1000410744;1280
1000410745;8813
1000410746;11069
1000410747;8242
1000410748;7155
1000410749;3212
1000410750;1173
1000410751;31996
1000410752;10874
1000410753;7628
1000410754;5931
1000410755;7924
1000410756;2670
1000410757;6475
1000410758;5364
1000410759;227892
1000410760;58885
1000410761;106492
1000410762;50321
1000410763;404
1000410764;141418
1000410765;7310
1000410766;7583
1000410767;2260
1000410768;452783
1000410769;2668
1000410770;40
1000410771;12463
1000410772;30704
1000410773;6932
1000410774;1172
1000410775;7670
1000410776;2421
1000410777;81611
1000410778;8394
1000410779;18334
1000410780;7970
1000410782;8799
1000410783;197946
1000410784;8213
1000410785;6543
1000410787;7807
1000410788;3805
1000410789;68
1000410790;18154
1000410791;5004
1000410792;4435
1000410793;1290
1000410794;3324
1000410795;61
1000410796;13414
1000410797;17367
1000410798;11205
1000410799;6463
1000410800;7936
1000410801;2054
1000410803;147441
1000410804;6805
1000410805;2325
1000410806;12922
1000410807;46
1000410808;1974
1000410809;13091
1000410810;3198
1000410811;18554
1000410812;16726
1000410813;7665
1000410814;7808
1000410815;15626
1000410816;51280
1000410817;8349
1000410818;32008
1000410819;3458
1000410820;1550
1000410821;2010
1000410822;32662
1000410823;4952
1000410824;8035
1000410825;184994
1000410826;5051
1000410827;1389
1000410828;6038
1000410830;9165
1000410832;3729
1000410833;1580
1000410834;11238
1000410835;8460
1000410836;1921
1000410837;1463
1000410838;1280
1000410839;4483
1000410840;10437
1000410841;5229
1000410842;12020
1000410843;5298
1000410844;4494
1000410845;4670
1000410846;7698
1000410847;4876
1000410848;28743
1000410849;1687
1000410850;20718
1000410851;28299
1000410852;1139
1000410853;4060
1000410854;7563
1000410855;115
1000410856;14708
1000410857;2806
1000410858;5727
1000410859;34514
1000410860;9267
1000410861;1178
1000410862;4464
1000410863;14107
1000410864;7262
1000410865;4082
1000410866;32816
1000410868;7291
1000410869;9928
1000410871;146
1000410872;10439
1000410873;12949
1000410874;3946
1000410875;9331
1000410876;11066
1000410877;13082
1000410878;2639
1000410879;11951
1000410880;6405
1000410881;25214
1000410882;15419
1000410883;4744
1000410885;14516
1000410886;12212
1000410887;3514
1000410888;5343
1000410889;12484
1000410891;3229
1000410892;24953
1000410893;9731
1000410895;2013
1000410896;10163
1000410897;693
1000410898;5768
1000410899;9396
1000410900;81653
1000410901;2124
1000410902;7427
1000410904;9547
1000410905;18694
1000410906;9966
1000410907;19440
1000410908;17463
1000410909;2958
1000410910;24965
1000410911;4164
1000410912;5601
1000410913;9186
1000410914;7241
1000410915;6475
1000410916;235
1000410917;2
1000410918;4979
1000410919;4470
1000410920;250
1000410921;24673
1000410922;41038
1000410923;6145
1000410924;8922
1000410925;5342
1000410926;6555
1000410928;2292
1000410929;3497
1000410930;4830
1000410931;8356
1000410932;6226
1000410933;2804
1000410934;4498
1000410935;9862
1000410936;2260
1000410937;10577
1000410938;161
1000410939;49222
1000410940;1499
1000410942;4543
1000410943;7126
1000410944;3591
1000410945;4007
1000410946;275
1000410947;10135
1000410948;8500
1000410949;11002
1000410950;2724
1000410951;2588
1000410952;4809
1000410953;14726
1000410955;65901
1000410956;76
1000410957;15197
1000410958;501
1000410959;1415
1000410960;4843
1000410961;116894
1000410962;6480
1000410963;17300
1000410964;50998
1000410965;8238
1000410966;22932
1000410967;46769
1000410968;1
1000410969;6038
1000410970;9842
1000410971;7424
1000410972;59655
1000410973;2556
1000410974;45647
1000410976;3472
1000410978;299
1000410979;136708
1000410980;55197
1000410982;873
1000410983;31370
1000410984;353
1000410985;22353
1000410986;10810
1000410987;51201
1000410988;9
1000410989;118001
1000410990;46330
1000410991;3892
1000410992;2911
1000410993;1030
1000410994;2554
1000410995;14162
1000410996;2303
1000410997;16871
1000410998;7161
1000410999;3501
1000411315;17361
1000411316;38018
1000411317;47
1000411318;31272
1000411319;11203
1000411330;1308
1000411333;3589
1000411334;30
1000411335;10266
1000411337;70
1000411339;765
1000411351;2396
1000411356;66
1000411357;1580
1000411358;443438
1000411364;166242
1000411367;122
1000411368;47827
1000411369;8378
1000411374;171389
1000411675;20419
1000412267;13599
1000412268;7221
1000412269;2804
1000412270;120020
1000412272;3892
1000412273;12291
1000412274;67428
1000412275;1444
1000412279;4996
1000412280;4552
1000412281;16008
1000412285;7169
1000412286;13269
1000412287;25496
1000412288;5523
1000412300;4545
1000412301;8341
1000412302;4264
1000412307;10852
1000412308;13186
1000412309;5338
1000412310;5086
1000412311;3620
1000412316;6262
1000412317;2124
1000412318;4047
1000412319;7000
1000412321;22528
1000412322;765
1000412323;11326
1000412327;16178
1000412893;6203
1000412894;765
1000412895;1795
1000412913;3483
1000412916;54
1000412917;3808
1000412918;4299
1000412919;735
1000413336;13238
1000413337;8886
1000413338;12875
1000413339;3315
1000413340;15151
1000413341;6527
1000413342;3188
1000413343;11213
1000413344;2691
1000413345;58131
1000413346;3935
1000413347;54394
1000413348;1716
1000413349;2419
1000413350;3054
1000413351;2696
1000413352;36239
1000413353;1959
1000413354;7155
1000413355;28536
1000413356;4028
1000413357;1580
1000413358;40
1000413359;24213
1000413360;12877
1000413361;1522
1000413365;115771
1000413366;5589
1000413367;30798
1000413368;19855
1000413369;6821
1000413370;1444
1000413371;1086
1000413374;5235
1000413377;5523
1000413378;127459
1000413379;3782
1000413380;8188
1000413384;5133
1000413866;6891
1000413867;25348
1000414220;2410
1000414222;40438
1000414223;2731
1000414225;3498
1000414226;3003
1000414228;1716
1000414229;6869
1000414232;26500
1000414233;2124
1000414234;2124
1000414235;2
1000414237;5967
1000414238;3560
1000414239;7000
1000414240;3348
1000414243;232
1000414244;15448
1000414245;185
1000414246;1761657
1000414247;8922
1000414248;918
1000414250;7000
1000415229;1172
1000415230;1815
1000415231;2940
1000415232;2824
1000415233;31045
1000415235;3500
1000415236;2532
1000415239;7282
1000415240;4306
1000415241;8
1000415242;17
1000415243;4982
1000415244;44872
1000510002;1731
1000510003;16365
1000510004;14604
1000510005;13001
1000510006;13198
1000510007;14338
1000510008;32564
1000510009;4434
1000510010;68136
1000510011;2095
1000510012;54775
1000510013;2396
1000510014;70482
1000510015;1543
1000510016;19627
1000510017;26580
1000510018;1444
1000510019;33643
1000510020;19906
1000510021;1372
1000510022;84398
1000510023;28490
1000510024;19148
1000510025;398
1000510026;6239
1000510027;5269
1000510028;36376
1000510029;3405
1000510030;7336
1000510031;5821
1000510033;21698
1000510034;34317
1000510035;3930
1000510036;13380
1000510037;20401
1000510038;2260
1000510039;98969
1000510040;6528
1000510041;94961
1000510042;11069
1000510043;7155
1000510044;5776
1000510045;7690
1000510046;18378
1000510047;27408
1000510049;6664
1000510050;10010
1000510051;80432
1000510052;2678
1000510053;9828
1000510054;6264
1000510055;4299
1000510056;3047
1000510057;7563
1000510058;8707
1000510059;18863
1000510060;4683
1000510061;13
1000510062;12347
1000510063;29695
1000510064;9981
1000510065;17566
1000510066;230
1000510067;28503
1000510068;16526
1000510069;240312
1000510070;1354
1000510071;13001
1000510072;4678
1000510073;13750
1000510074;9259
1000510075;60670
1000510076;900
1000510077;115172
1000510078;35361
1000510079;1736
1000510080;2279
1000510081;1185
1000510083;25359
1000510084;16553
1000510085;2
1000510086;6762
1000510087;909
1000510088;1280
1000510089;9773
1000510090;3614
1000510091;4005
1000510093;4819
1000510094;30281
1000510095;3348
1000510096;9738
1000510097;3631
1000510098;3467
1000510099;395
1000510100;16536
1000510101;15819
1000510102;3812
1000510103;12510
1000510104;2017
1000510105;2433
1000510106;7563
1000510107;10188
1000510108;26911
1000510109;587
1000510110;6929
1000510111;4455
1000510112;8654
1000510113;1280
1000510115;6718
1000510117;8192
1000510118;7262
1000510119;70962
1000510120;3601
1000510122;441
1000510124;84
1000510125;6797
1000510126;5657
1000510127;8643
1000510128;18341
1000510129;146013
1000510130;4
1000510131;1
1000510132;1812
1000510133;7019
1000510135;2030
1000510136;3348
1000510137;8813
1000510138;24588
1000510139;15131
1000510140;17597
